SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks
XP_004837723.1,ENSRNOP00000051450,92.04,85.62,0.0419,0.8449,0.04964
XP_004872911.1,ENSRNOP00000023869,94.78,88.12,0.0255,0.5146,0.04964
XP_004853658.1,ENSRNOP00000027738,94.1,88.5,0.0277,0.5585,0.04962
XP_004836656.1,ENSRNOP00000066104,30.18,45.12,0.9219,18.5817,0.04961
XP_004839356.1,ENSRNOP00000007491,95.06,89.25,0.0237,0.4773,0.04959
XP_004859570.1,ENSRNOP00000061708,85.5,81.46,0.0714,1.4395,0.04959
XP_004861050.1,ENSRNOP00000051830,91.45,87.54,0.0387,0.7805,0.04954
XP_004849364.1,ENSRNOP00000037778,91.94,85.39,0.0522,1.0533,0.04952
XP_004867459.1,ENSRNOP00000003198,91.37,84.06,0.0426,0.8613,0.04951
XP_004852392.1,ENSRNOP00000027632,95.73,89.48,0.023,0.4651,0.04948
XP_004872249.1,ENSRNOP00000018028,94.15,86.26,0.0308,0.6226,0.04947
XP_004841747.1,ENSRNOP00000017828,95.93,91.03,0.0189,0.3823,0.04945
XP_004835453.1,ENSRNOP00000013053,88.52,83.1,0.0564,1.1412,0.04942
XP_004852592.1,ENSRNOP00000028737,92.46,86.32,0.0415,0.8407,0.04937
XP_004855478.1,ENSRNOP00000000327,94.04,89.52,0.027,0.547,0.04934
XP_004868067.1,ENSRNOP00000022564,92.45,85.62,0.0431,0.8745,0.04933
XP_004872810.1,ENSRNOP00000020527,96.27,90.13,0.0185,0.3753,0.04933
XP_004838587.1,ENSRNOP00000020411,96.41,91.44,0.017,0.3457,0.04931
XP_004847787.1,ENSRNOP00000019040,94.41,87.06,0.029,0.5883,0.04924
XP_004859606.1,ENSRNOP00000016070,90.08,83.7,0.0572,1.1607,0.04924
XP_004850879.1,ENSRNOP00000018674,93.51,88.46,0.0308,0.6261,0.04923
XP_004840714.1,ENSRNOP00000012608,97.22,92.9,0.0135,0.2741,0.04921
XP_004842271.1,ENSRNOP00000032956,93.75,87.25,0.0317,0.645,0.04921
XP_004837369.1,ENSRNOP00000007947,94.69,88.5,0.0269,0.5462,0.0492
XP_004840641.1,ENSRNOP00000062975,96.11,90.91,0.0203,0.4124,0.04918
XP_004855632.1,ENSRNOP00000037789,94.98,88.35,0.0257,0.5218,0.04917
XP_004864547.1,ENSRNOP00000027337,93.99,87.1,0.0325,0.6609,0.04917
XP_004844507.1,ENSRNOP00000018640,90.71,85.15,0.047,0.9561,0.04915
XP_004837585.1,ENSRNOP00000064195,95.52,90.3,0.0207,0.4221,0.04914
XP_004844852.1,ENSRNOP00000009124,94.04,86.48,0.0304,0.6195,0.04914
XP_004844898.1,ENSRNOP00000005844,91.81,83.7,0.0451,0.9179,0.04911
XP_004840527.1,ENSRNOP00000035219,81.77,79.17,0.0938,1.9095,0.0491
XP_004846548.1,ENSRNOP00000025769,94.52,89.53,0.0252,0.5135,0.0491
XP_004841323.1,ENSRNOP00000058347,94.95,89.22,0.0242,0.4934,0.04908
XP_004866029.1,ENSRNOP00000020670,89.88,82.54,0.0527,1.0732,0.04908
XP_004867699.1,ENSRNOP00000014923,93.72,87,0.0326,0.6642,0.04907
XP_004871110.1,ENSRNOP00000065772,92.64,85.71,0.0384,0.7838,0.04905
XP_004844724.1,ENSRNOP00000011029,92.96,86.97,0.0355,0.7239,0.04901
XP_004865588.1,ENSRNOP00000010030,89.83,84.2,0.0525,1.0705,0.04901
XP_004866090.1,ENSRNOP00000000193,88.04,82.85,0.0639,1.3036,0.049
XP_004873264.1,ENSRNOP00000025162,89.42,84.02,0.066,1.3477,0.04899
XP_004861986.1,ENSRNOP00000022400,90.46,84.97,0.0526,1.074,0.04897
XP_004873668.1,ENSRNOP00000003048,95.39,87.91,0.0236,0.4815,0.04895
XP_004850835.1,ENSRNOP00000014084,93.28,91.04,0.0302,0.6176,0.04887
XP_004849467.1,ENSRNOP00000062543,97.32,93.15,0.0137,0.2806,0.04885
XP_004863085.1,ENSRNOP00000047211,95.19,88.82,0.0247,0.5057,0.04885
XP_004851430.1,ENSRNOP00000064486,94.63,89.73,0.0251,0.5134,0.04884
XP_004872550.1,ENSRNOP00000005770,89.6,82.31,0.0577,1.181,0.04884
XP_004844907.1,ENSRNOP00000056244,84.45,79.83,0.0753,1.5423,0.04882
XP_004856712.1,ENSRNOP00000024239,94.37,88.89,0.0299,0.6122,0.04882
XP_004849376.1,ENSRNOP00000030747,88.47,84.32,0.0561,1.1493,0.04881
XP_004848708.1,ENSRNOP00000025170,96.34,90.79,0.0178,0.365,0.04879
XP_004844930.1,ENSRNOP00000010414,93.89,85.24,0.044,0.9028,0.04878
XP_004867540.1,ENSRNOP00000003390,95.68,90.65,0.0208,0.4256,0.04877
XP_004856914.1,ENSRNOP00000025355,93.81,86.03,0.0353,0.7252,0.04873
XP_004836198.1,ENSRNOP00000006350,97.28,93.35,0.013,0.267,0.04871
XP_004843256.1,ENSRNOP00000025377,92.32,87.46,0.0377,0.7743,0.04867
XP_004872452.1,ENSRNOP00000004799,92.42,86.7,0.0373,0.7655,0.04867
XP_004852731.1,ENSRNOP00000016939,93.65,87.69,0.0313,0.6436,0.04866
XP_004861349.1,ENSRNOP00000004223,96.58,91,0.0169,0.3475,0.04864
XP_004874044.1,ENSRNOP00000000713,95.39,89.51,0.0224,0.4613,0.04864
XP_004863306.1,ENSRNOP00000023649,96.11,90.59,0.0193,0.3977,0.04858
XP_004872942.1,ENSRNOP00000065721,98.22,95.15,0.0085,0.174,0.04858
XP_004863271.1,ENSRNOP00000022557,94.2,88.79,0.0289,0.5944,0.04857
XP_004872148.1,ENSRNOP00000019307,90.76,85.54,0.0479,0.9867,0.04857
XP_004837192.1,ENSRNOP00000016057,89.4,84.33,0.0593,1.2221,0.04855
XP_004858245.1,ENSRNOP00000012607,93,86.39,0.0327,0.6746,0.04854
XP_004849849.1,ENSRNOP00000033959,93.28,87.82,0.0334,0.6885,0.04853
XP_004866278.1,ENSRNOP00000014658,86.62,82.59,0.0661,1.3616,0.04852
XP_004859746.1,ENSRNOP00000004435,92.46,87.15,0.0415,0.8563,0.04851
XP_004835977.1,ENSRNOP00000056047,93,84.57,0.0384,0.791,0.0485
XP_004866366.1,ENSRNOP00000019070,95.25,89.81,0.023,0.4753,0.04849
XP_004868473.1,ENSRNOP00000027622,93.22,87.68,0.033,0.6807,0.04849
XP_004871157.1,ENSRNOP00000010300,95.2,88.33,0.0236,0.4868,0.04848
XP_004853294.1,ENSRNOP00000063486,91.75,84.02,0.0505,1.0429,0.04845
XP_004840403.1,ENSRNOP00000057113,90.64,85.14,0.0496,1.0244,0.04842
XP_004856094.1,ENSRNOP00000025203,93.14,86.5,0.0339,0.7007,0.0484
XP_004852119.1,ENSRNOP00000012094,94.92,88.15,0.0263,0.5441,0.04839
XP_004864925.1,ENSRNOP00000003542,92.98,86.36,0.0344,0.7109,0.04839
XP_004849779.1,ENSRNOP00000002869,93.52,87.85,0.0313,0.6479,0.04838
XP_004837116.1,ENSRNOP00000007004,95.54,89.73,0.0231,0.4786,0.04836
XP_004866920.1,ENSRNOP00000027436,92.08,85.51,0.0422,0.8734,0.04836
XP_004840881.1,ENSRNOP00000010638,94.99,90.26,0.0231,0.4792,0.0483
XP_004843157.1,ENSRNOP00000029646,97.07,91.84,0.0151,0.3129,0.04828
XP_004843307.1,ENSRNOP00000064048,89.45,84.4,0.0497,1.0306,0.04827
XP_004862843.1,ENSRNOP00000062172,93.77,87.65,0.0313,0.6476,0.04827
XP_004855230.1,ENSRNOP00000063072,95.45,88.65,0.0233,0.483,0.04826
XP_004834810.1,ENSRNOP00000002355,87.2,83.49,0.0656,1.3599,0.04822
XP_004841706.1,ENSRNOP00000045959,90.4,83.43,0.0465,0.965,0.04821
XP_004875034.1,ENSRNOP00000060327,94.09,85.21,0.0356,0.7381,0.0482
XP_004842232.1,ENSRNOP00000040229,96.12,91.21,0.0198,0.4119,0.04819
XP_004862738.1,ENSRNOP00000009825,91.84,82.18,0.0568,1.1787,0.04819
XP_004871660.1,ENSRNOP00000016628,87.07,82.13,0.0656,1.3613,0.04819
XP_004862688.1,ENSRNOP00000010423,95.27,89.14,0.0233,0.4834,0.04814
XP_004874069.1,ENSRNOP00000006780,93.49,88.99,0.0286,0.5936,0.04814
XP_004858986.1,ENSRNOP00000028438,96.04,92.41,0.0179,0.3722,0.04813
XP_004855326.1,ENSRNOP00000026418,91.85,83.79,0.043,0.8938,0.04812
XP_004866051.1,ENSRNOP00000016395,82.83,79.38,0.093,1.9315,0.04812
XP_004860766.1,ENSRNOP00000009733,96.17,91.23,0.0188,0.3899,0.04809
XP_004852292.1,ENSRNOP00000035020,94.21,88.02,0.0289,0.6009,0.04808
XP_004857513.1,ENSRNOP00000053890,95.72,89.76,0.0227,0.4713,0.04808
XP_004844016.1,ENSRNOP00000001373,92.46,84.7,0.0435,0.9061,0.04804
XP_004849914.1,ENSRNOP00000021030,95.95,90.06,0.0208,0.4332,0.04803
XP_004842184.1,ENSRNOP00000060081,98.29,95.67,0.008,0.1656,0.04802
XP_004859423.1,ENSRNOP00000024321,89.47,80.97,0.0641,1.3354,0.04801
XP_004866425.1,ENSRNOP00000059568,96.29,90.28,0.0201,0.4177,0.04801
XP_004858981.1,ENSRNOP00000036268,91.79,87.92,0.038,0.792,0.04799
XP_004867146.1,ENSRNOP00000021586,91.09,85.56,0.0454,0.947,0.04799
XP_004858488.1,ENSRNOP00000019907,95.26,88.97,0.0237,0.493,0.04798
XP_004835100.1,ENSRNOP00000007223,94.89,88.76,0.0259,0.54,0.04796
XP_004837097.1,ENSRNOP00000011775,95.85,89.1,0.0219,0.4566,0.04795
XP_004838014.1,ENSRNOP00000007528,96.6,90.23,0.0233,0.4857,0.04792
XP_004854448.1,ENSRNOP00000026679,91.67,87.78,0.0385,0.8039,0.04792
XP_004857761.1,ENSRNOP00000024706,94.75,88.26,0.0292,0.6101,0.04788
XP_004867748.1,ENSRNOP00000002960,94.48,88.08,0.0269,0.5618,0.04787
XP_004845165.1,ENSRNOP00000020251,93.51,86.98,0.0325,0.6786,0.04784
XP_004848310.1,ENSRNOP00000016980,93.52,86.48,0.0301,0.6284,0.04784
XP_004845195.1,ENSRNOP00000047272,89.18,85.41,0.0542,1.1343,0.04779
XP_004853237.1,ENSRNOP00000053093,95.38,90.08,0.0222,0.4636,0.04778
XP_004859246.1,ENSRNOP00000032389,83.49,81.94,0.0807,1.689,0.04778
XP_004863178.1,ENSRNOP00000010957,91.1,89.27,0.0364,0.7627,0.04776
XP_004837138.1,ENSRNOP00000006604,96.06,91.54,0.0179,0.3755,0.04774
XP_004870020.1,ENSRNOP00000007259,90.02,81.85,0.0599,1.2557,0.04772
XP_004852333.1,ENSRNOP00000026573,94.25,88.01,0.0289,0.6066,0.04769
XP_004846605.1,ENSRNOP00000021868,85.29,83.33,0.0723,1.5178,0.04766
XP_004860388.1,ENSRNOP00000007189,96.12,89.86,0.0191,0.4004,0.04766
XP_004840958.1,ENSRNOP00000016350,95.71,89.29,0.0231,0.485,0.04764
XP_004843748.1,ENSRNOP00000033432,93.37,85.88,0.0337,0.7071,0.04762
XP_004840835.1,ENSRNOP00000028885,95.83,89.54,0.0214,0.4492,0.04761
XP_004835060.1,ENSRNOP00000028435,91.94,87.25,0.039,0.8198,0.04759
XP_004849541.1,ENSRNOP00000021834,94.29,87.74,0.0283,0.5958,0.04754
XP_004865103.1,ENSRNOP00000022593,96.16,90.06,0.0192,0.4042,0.04753
XP_004846103.1,ENSRNOP00000039627,93.7,87.39,0.0305,0.642,0.04752
XP_004858546.1,ENSRNOP00000026281,92.17,84.93,0.0406,0.8543,0.04752
XP_004844981.1,ENSRNOP00000032680,94.87,84.85,0.0404,0.8505,0.04751
XP_004850378.1,ENSRNOP00000019447,92.75,88.56,0.0357,0.7519,0.04751
XP_004866670.1,ENSRNOP00000021286,93.27,85.58,0.0353,0.7431,0.04751
XP_004870560.1,ENSRNOP00000010895,91,84.58,0.0437,0.9208,0.0475
XP_004841642.1,ENSRNOP00000014353,91.23,84.08,0.0498,1.0499,0.04743
XP_004856161.1,ENSRNOP00000027034,92.62,86.34,0.0349,0.7365,0.04742
XP_004860924.1,ENSRNOP00000066624,89.98,86.01,0.047,0.9921,0.04741
XP_004859111.1,ENSRNOP00000027893,93.91,86.67,0.0352,0.7429,0.0474
XP_004847365.1,ENSRNOP00000045999,90.36,87.05,0.0459,0.9681,0.04738
XP_004857582.1,ENSRNOP00000004880,93.07,89.6,0.0294,0.62,0.04738
XP_004849088.1,ENSRNOP00000015236,85.66,83.87,0.0692,1.4616,0.04736
XP_004848389.1,ENSRNOP00000024066,95.13,90.83,0.0283,0.597,0.04733
XP_004858456.1,ENSRNOP00000038207,94.16,87.32,0.0291,0.6144,0.04733
XP_004871151.1,ENSRNOP00000020175,95.67,89.28,0.0223,0.4707,0.04733
XP_004840056.1,ENSRNOP00000055516,92.68,86.2,0.0361,0.7632,0.04731
XP_004861978.1,ENSRNOP00000040756,95.9,89.65,0.0203,0.4283,0.0473
XP_004870409.1,ENSRNOP00000008107,95.35,88.45,0.023,0.4854,0.04728
XP_004834189.1,ENSRNOP00000031879,95.71,87.52,0.0259,0.548,0.04727
XP_004871132.1,ENSRNOP00000016415,93.19,86.23,0.0351,0.7422,0.04723
XP_004840480.1,ENSRNOP00000063932,87.59,86.63,0.0572,1.2119,0.04722
XP_004874855.1,ENSRNOP00000018603,92.09,83.88,0.0525,1.1122,0.04719
XP_004861645.1,ENSRNOP00000018717,94.24,87.53,0.0291,0.6159,0.04718
XP_004844814.1,ENSRNOP00000006184,85.71,82.68,0.0867,1.8386,0.04716
XP_004849751.1,ENSRNOP00000002862,94.48,87.76,0.0268,0.5677,0.04716
XP_004860835.1,ENSRNOP00000000264,95.1,88.2,0.025,0.5311,0.04715
XP_004837968.1,ENSRNOP00000012753,94.67,87.98,0.0274,0.5804,0.04714
XP_004858780.1,ENSRNOP00000008944,96.43,90.32,0.0205,0.4338,0.04714
XP_004873023.1,ENSRNOP00000060505,93.06,87.19,0.0397,0.8429,0.04712
XP_004855431.1,ENSRNOP00000020181,95.67,88.23,0.0249,0.5291,0.04711
XP_004866692.1,ENSRNOP00000022236,82.91,77.22,0.0956,2.0299,0.04709
XP_004869515.1,ENSRNOP00000020647,94.38,87.55,0.0296,0.6293,0.04706
XP_004853620.1,ENSRNOP00000004905,96.4,91.37,0.0175,0.3723,0.04703
XP_004867300.1,ENSRNOP00000008919,95.39,89.6,0.0231,0.4912,0.04701
XP_004849379.1,ENSRNOP00000021689,89.77,86.23,0.0499,1.0624,0.04699
XP_004871291.1,ENSRNOP00000015134,94.2,88.65,0.0299,0.6362,0.04699
XP_004873601.1,ENSRNOP00000004235,96.26,91.35,0.0174,0.3709,0.04699
XP_004867837.1,ENSRNOP00000020556,97.05,91.44,0.0162,0.3448,0.04694
XP_004836241.1,ENSRNOP00000060708,96.86,92.16,0.0153,0.3255,0.04693
XP_004839684.1,ENSRNOP00000006709,95.66,88.85,0.024,0.5111,0.04691
XP_004841184.1,ENSRNOP00000022451,91.67,85.65,0.0411,0.8766,0.04691
XP_004845205.1,ENSRNOP00000040590,87.82,84.24,0.0602,1.2835,0.04691
XP_004840365.1,ENSRNOP00000001783,89.1,84.43,0.0513,1.0942,0.0469
XP_004859370.1,ENSRNOP00000027505,87.51,80.56,0.0708,1.509,0.0469
XP_004863891.1,ENSRNOP00000023696,91.11,84.97,0.046,0.9799,0.0469
XP_004850809.1,ENSRNOP00000062295,92.92,87.57,0.0329,0.7019,0.04689
XP_004839951.1,ENSRNOP00000010021,89.06,84.56,0.0542,1.157,0.04687
XP_004870217.1,ENSRNOP00000022669,93.96,88.26,0.0291,0.6206,0.04686
XP_004842048.1,ENSRNOP00000035974,46.15,54.12,0.484,10.3347,0.04683
XP_004845178.1,ENSRNOP00000021000,93.03,86.62,0.0338,0.7218,0.04683
XP_004852535.1,ENSRNOP00000063600,95.53,89.75,0.0258,0.5507,0.04683
XP_004852702.1,ENSRNOP00000021068,92.93,87.47,0.0377,0.8047,0.04683
XP_004869753.1,ENSRNOP00000016770,96.22,89.58,0.0197,0.4202,0.04681
XP_004874547.1,ENSRNOP00000048926,98.31,94.57,0.011,0.2351,0.04681
XP_004838820.1,ENSRNOP00000067319,94.07,91.2,0.0269,0.5739,0.0468
XP_004839416.1,ENSRNOP00000006725,89.52,87.99,0.0454,0.9703,0.0468
XP_004852288.1,ENSRNOP00000000599,91.52,86.67,0.0426,0.911,0.0468
XP_004853145.1,ENSRNOP00000033473,96.72,92.35,0.0149,0.3192,0.04679
XP_004835481.1,ENSRNOP00000045035,97.03,90.21,0.018,0.3855,0.04675
XP_004836550.1,ENSRNOP00000009211,94.52,88.55,0.0259,0.5545,0.04675
XP_004850003.1,ENSRNOP00000031351,92.44,85.25,0.0368,0.7864,0.04675
XP_004858618.1,ENSRNOP00000019563,92.88,84.77,0.0351,0.7519,0.04675
XP_004859740.1,ENSRNOP00000052446,92.82,87.42,0.0339,0.7262,0.04671
XP_004837822.1,ENSRNOP00000016424,94.1,85.79,0.0319,0.6822,0.0467
XP_004841864.1,ENSRNOP00000035675,96.15,89.34,0.0213,0.4568,0.04667
XP_004862649.1,ENSRNOP00000015366,97.14,92.67,0.0134,0.2881,0.04665
XP_004867594.1,ENSRNOP00000005523,93.91,88.73,0.0282,0.6049,0.04664
XP_004842752.1,ENSRNOP00000025894,94.43,86.75,0.0347,0.7449,0.04662
XP_004872484.1,ENSRNOP00000003884,93.31,86.94,0.0372,0.7974,0.04661
XP_004870393.1,ENSRNOP00000041380,96.32,91.1,0.0182,0.3916,0.0466
XP_004849841.1,ENSRNOP00000030153,94.24,88.49,0.0292,0.6279,0.04655
XP_004871820.1,ENSRNOP00000004505,97.62,92.86,0.0118,0.2527,0.04655
XP_004858834.1,ENSRNOP00000020352,91.4,85.66,0.043,0.9237,0.04651
XP_004874181.1,ENSRNOP00000003638,91.59,83.25,0.0436,0.9375,0.04651
XP_004858806.1,ENSRNOP00000028912,93.33,87.33,0.0336,0.7217,0.0465
XP_004863359.1,ENSRNOP00000061371,95.2,88.02,0.0256,0.5513,0.04643
XP_004848027.1,ENSRNOP00000003076,95.18,87.55,0.0271,0.5838,0.04642
XP_004852777.1,ENSRNOP00000052684,95.19,89.36,0.0238,0.5137,0.04642
XP_004866273.1,ENSRNOP00000049861,94.83,88.51,0.0245,0.5277,0.04642
XP_004849338.1,ENSRNOP00000064971,92.97,87.05,0.0341,0.7338,0.04641
XP_004874919.1,ENSRNOP00000004443,96.9,92.48,0.0143,0.3077,0.04639
XP_004864099.1,ENSRNOP00000039132,95.3,89.68,0.0232,0.5006,0.04637
XP_004867033.1,ENSRNOP00000028390,88.89,84.17,0.0573,1.2362,0.04636
XP_004854717.1,ENSRNOP00000032148,92.55,87.41,0.0391,0.8433,0.04635
XP_004871492.1,ENSRNOP00000017000,91.49,87.59,0.0392,0.8471,0.0463
XP_004851733.1,ENSRNOP00000025319,91.21,82.36,0.0562,1.2142,0.04628
XP_004861838.1,ENSRNOP00000021801,91.92,85.13,0.0401,0.8669,0.04628
XP_004854073.1,ENSRNOP00000028625,94.77,87.51,0.0262,0.5654,0.04627
XP_004848845.1,ENSRNOP00000029227,92.54,85.5,0.0474,1.0255,0.04626
XP_004849430.1,ENSRNOP00000023889,96.93,92.4,0.0144,0.3108,0.04623
XP_004859514.1,ENSRNOP00000012537,93.32,87.73,0.0316,0.6829,0.04623
XP_004854017.1,ENSRNOP00000053129,97.98,92.58,0.0122,0.2635,0.04622
XP_004872285.1,ENSRNOP00000017370,95.42,89.88,0.022,0.4757,0.04622
XP_004839836.1,ENSRNOP00000007572,89.03,81.98,0.0587,1.2706,0.04621
XP_004861359.1,ENSRNOP00000039314,95.23,88.7,0.0242,0.5235,0.04619
XP_004848434.1,ENSRNOP00000012736,93.35,88.2,0.0305,0.6615,0.04618
XP_004870107.1,ENSRNOP00000015504,91.6,86.17,0.0391,0.8466,0.04618
XP_004845246.1,ENSRNOP00000045121,96.42,91.48,0.0174,0.3773,0.04616
XP_004874227.1,ENSRNOP00000031328,93.39,87.42,0.033,0.7153,0.04615
XP_004853426.1,ENSRNOP00000006018,96.33,90.3,0.0179,0.3887,0.04614
XP_004839573.1,ENSRNOP00000002145,57.83,62.38,0.3215,6.9692,0.04613
XP_004859311.1,ENSRNOP00000028332,80.27,78.54,0.1047,2.2712,0.04612
XP_004834603.1,ENSRNOP00000013009,95.71,89.1,0.0217,0.4698,0.04611
XP_004860364.1,ENSRNOP00000053662,95.45,88.51,0.0258,0.5601,0.04609
XP_004835636.1,ENSRNOP00000006425,94.49,87.92,0.0265,0.5754,0.04608
XP_004868730.1,ENSRNOP00000005046,95.28,90.09,0.0238,0.5162,0.04607
XP_004840445.1,ENSRNOP00000001477,90.7,86.33,0.0473,1.0266,0.04606
XP_004870703.1,ENSRNOP00000011320,95.26,89.14,0.0254,0.5508,0.04606
XP_004847970.1,ENSRNOP00000015272,94.19,88.87,0.0273,0.5936,0.04605
XP_004834588.1,ENSRNOP00000013216,94.59,88.55,0.0265,0.5751,0.04604
XP_004870441.1,ENSRNOP00000004657,94.78,87.04,0.0271,0.5886,0.04603
XP_004846705.1,ENSRNOP00000000650,90.76,82.97,0.0507,1.1052,0.04591
XP_004842923.1,ENSRNOP00000025051,94.63,87.47,0.0275,0.6,0.0459
XP_004844518.1,ENSRNOP00000019180,94.88,86.31,0.033,0.7185,0.0459
XP_004874961.1,ENSRNOP00000002552,96.7,91.42,0.0157,0.3415,0.0459
XP_004845259.1,ENSRNOP00000063102,87.77,83.09,0.0616,1.3426,0.04587
XP_004853637.1,ENSRNOP00000003837,95.74,90.31,0.0202,0.441,0.04587
XP_004843240.1,ENSRNOP00000063507,92.34,85.04,0.0454,0.9914,0.04584
XP_004855445.1,ENSRNOP00000018973,96.17,90.36,0.0198,0.4312,0.04583
XP_004841418.1,ENSRNOP00000020656,91.53,85.4,0.0443,0.967,0.04581
XP_004842656.1,ENSRNOP00000031180,87.66,85.56,0.0633,1.3832,0.0458
XP_004873951.1,ENSRNOP00000021739,95.75,89.06,0.0229,0.5015,0.04576
XP_004847360.1,ENSRNOP00000009101,92.93,87.99,0.0319,0.6972,0.04575
XP_004864205.1,ENSRNOP00000034702,95.22,88.54,0.0252,0.5505,0.04574
XP_004852406.1,ENSRNOP00000027734,96.63,91.39,0.016,0.3509,0.04573
XP_004850480.1,ENSRNOP00000024326,94.76,89.53,0.0253,0.5537,0.04569
XP_004869664.1,ENSRNOP00000011732,89.69,86.77,0.0486,1.0638,0.04569
XP_004849907.1,ENSRNOP00000003327,92.36,85.24,0.0441,0.9653,0.04566
XP_004837200.1,ENSRNOP00000064525,94.87,87.16,0.0304,0.6663,0.0456
XP_004845461.1,ENSRNOP00000045006,92.44,86.09,0.0362,0.7948,0.0456
XP_004850293.1,ENSRNOP00000009115,94.56,85.05,0.0339,0.743,0.04556
XP_004861402.1,ENSRNOP00000058705,96.32,88.97,0.0205,0.4503,0.04556
XP_004837898.1,ENSRNOP00000010084,90.11,87.38,0.054,1.1849,0.04553
XP_004871882.1,ENSRNOP00000050261,95.54,88.39,0.0254,0.5579,0.04552
XP_004874218.1,ENSRNOP00000026107,96.6,92.42,0.0154,0.3389,0.04551
XP_004875074.1,ENSRNOP00000053156,92.51,86.78,0.0372,0.8191,0.04547
XP_004840092.1,ENSRNOP00000001989,91.4,85.2,0.0452,0.995,0.04545
XP_004848861.1,ENSRNOP00000020497,87.34,82,0.0712,1.567,0.04545
XP_004850306.1,ENSRNOP00000005803,93.48,86.07,0.0331,0.7285,0.04545
XP_004836129.1,ENSRNOP00000065105,94.16,88.53,0.027,0.5938,0.04543
XP_004855649.1,ENSRNOP00000018756,93.75,87,0.0312,0.6873,0.04543
XP_004855592.1,ENSRNOP00000015331,92.09,84.56,0.046,1.0133,0.0454
XP_004862024.1,ENSRNOP00000018682,94.64,88.54,0.0263,0.5789,0.04539
XP_004864762.1,ENSRNOP00000004672,95.31,88.27,0.0241,0.5304,0.04538
XP_004847554.1,ENSRNOP00000000077,91.22,85.48,0.0439,0.9679,0.04537
XP_004849119.1,ENSRNOP00000045926,85.16,81.97,0.0829,1.8271,0.04537
XP_004864716.1,ENSRNOP00000007850,95.73,90.6,0.0196,0.4314,0.04536
XP_004840895.1,ENSRNOP00000006454,96.14,89.81,0.0197,0.4342,0.04534
XP_004842557.1,ENSRNOP00000001589,88.14,84.94,0.0601,1.3255,0.04534
XP_004867339.1,ENSRNOP00000053548,95.39,88.68,0.0224,0.4943,0.04534
XP_004857888.1,ENSRNOP00000014532,94.46,86.55,0.029,0.64,0.04533
XP_004868401.1,ENSRNOP00000005905,93.5,87.11,0.0339,0.7483,0.04533
XP_004838064.1,ENSRNOP00000007484,96.81,92.16,0.0149,0.3291,0.04532
XP_004853147.1,ENSRNOP00000000121,96.21,89.1,0.0207,0.4564,0.04528
XP_004835207.1,ENSRNOP00000015534,95.48,88.46,0.0238,0.5269,0.04523
XP_004836964.1,ENSRNOP00000036487,92.93,87.23,0.0331,0.7315,0.04523
XP_004848682.1,ENSRNOP00000023378,94.23,88.14,0.0269,0.595,0.04523
XP_004849698.1,ENSRNOP00000025399,98.3,95.3,0.0079,0.1756,0.04523
XP_004861019.1,ENSRNOP00000051841,93.12,86.97,0.0341,0.7543,0.04522
XP_004863229.1,ENSRNOP00000031476,93.62,86.16,0.0315,0.6968,0.0452
XP_004872263.1,ENSRNOP00000007821,79.04,73.93,0.1374,3.0408,0.0452
XP_004835025.1,ENSRNOP00000060434,94.81,87.07,0.0281,0.6209,0.04519
XP_004856190.1,ENSRNOP00000013691,93.43,87.01,0.033,0.7304,0.04519
XP_004861605.1,ENSRNOP00000053288,93.77,86.49,0.032,0.7092,0.04515
XP_004864571.1,ENSRNOP00000027064,94.29,87.06,0.0285,0.6321,0.04513
XP_004851675.1,ENSRNOP00000027195,94.02,89.03,0.0291,0.6439,0.04512
XP_004862816.1,ENSRNOP00000004342,96.21,91.39,0.0179,0.3974,0.0451
XP_004839635.1,ENSRNOP00000053487,96.51,90.7,0.0168,0.3722,0.04507
XP_004871633.1,ENSRNOP00000033950,95.37,88.44,0.0235,0.5211,0.04505
XP_004858738.1,ENSRNOP00000004938,97.6,93.61,0.0112,0.2489,0.04503
XP_004843440.1,ENSRNOP00000012634,98.17,94.2,0.0085,0.1887,0.04502
XP_004859744.1,ENSRNOP00000004941,92.83,87.73,0.0355,0.7888,0.04502
XP_004869332.1,ENSRNOP00000011765,97.26,93.12,0.0126,0.2809,0.04499
XP_004836748.1,ENSRNOP00000005688,89.54,84.75,0.0471,1.0481,0.04497
XP_004860188.1,ENSRNOP00000015596,94.36,88.84,0.027,0.5996,0.04497
XP_004874401.1,ENSRNOP00000028092,83.13,83.33,0.0886,1.9701,0.04497
XP_004873464.1,ENSRNOP00000027428,88.27,82.5,0.059,1.3121,0.04496
XP_004841501.1,ENSRNOP00000052134,96.95,91.57,0.0165,0.3671,0.04493
XP_004856864.1,ENSRNOP00000026170,91.1,85.73,0.0434,0.9655,0.04493
XP_004858819.1,ENSRNOP00000004613,94.43,88.1,0.026,0.5786,0.04493
XP_004843937.1,ENSRNOP00000001814,90.26,85.98,0.0432,0.9625,0.0449
XP_004871479.1,ENSRNOP00000020575,95.16,87.58,0.0317,0.7049,0.0449
XP_004853865.1,ENSRNOP00000045650,94.82,87.75,0.0276,0.6144,0.04489
XP_004860944.1,ENSRNOP00000065414,90.39,85.17,0.0475,1.0587,0.04489
XP_004846292.1,ENSRNOP00000000698,91.49,87.47,0.04,0.8913,0.04487
