SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks
XP_004843750.1,ENSCPOP00000017350,98.33,96.88,0.0078,0.1012,0.07684
XP_004873389.1,ENSCPOP00000018896,91.63,89.58,0.046,0.5982,0.07684
XP_004841656.1,ENSCPOP00000005467,89.37,88.29,0.0556,0.7235,0.07683
XP_004834216.1,ENSCPOP00000001681,94.47,91.75,0.0265,0.3453,0.07682
XP_004849849.1,ENSCPOP00000012003,95.8,93.84,0.0202,0.2623,0.07682
XP_004863282.1,ENSCPOP00000009189,95.02,92.97,0.0197,0.2561,0.07678
XP_004845658.1,ENSCPOP00000020036,96.06,92.91,0.0217,0.2823,0.07677
XP_004852459.1,ENSCPOP00000009179,92.69,90.47,0.0359,0.4685,0.07672
XP_004839309.1,ENSCPOP00000005644,95.74,92.64,0.0205,0.2676,0.07669
XP_004845361.1,ENSCPOP00000019157,88.14,87.75,0.0548,0.7151,0.07669
XP_004836557.1,ENSCPOP00000003375,97.58,95.5,0.0114,0.149,0.07668
XP_004855147.1,ENSCPOP00000008347,97.35,94.79,0.0158,0.2055,0.07668
XP_004855177.1,ENSCPOP00000000946,95.66,93.38,0.0214,0.2787,0.07666
XP_004848664.1,ENSCPOP00000007347,97.9,96.15,0.0114,0.1491,0.07664
XP_004873654.1,ENSCPOP00000005149,97.22,95.6,0.0125,0.1625,0.07662
XP_004865538.1,ENSCPOP00000019013,88.53,87.2,0.0571,0.7454,0.07662
XP_004840301.1,ENSCPOP00000000153,95.82,92.61,0.0215,0.2802,0.07659
XP_004849630.1,ENSCPOP00000008336,95.82,93.87,0.0187,0.2445,0.07657
XP_004860811.1,ENSCPOP00000010969,94.34,90.92,0.0316,0.4125,0.07656
XP_004851684.1,ENSCPOP00000020970,93.02,88.63,0.0426,0.5571,0.07655
XP_004873004.1,ENSCPOP00000009115,97.6,95.36,0.0116,0.1514,0.07654
XP_004842199.1,ENSCPOP00000012049,96.96,94.1,0.0152,0.1984,0.07654
XP_004875240.1,ENSCPOP00000001700,99.07,97.51,0.005,0.066,0.07649
XP_004851072.1,ENSCPOP00000013903,98.43,96.68,0.0077,0.1002,0.07649
XP_004843664.1,ENSCPOP00000003515,94.47,92.4,0.0248,0.3241,0.07645
XP_004837609.1,ENSCPOP00000012388,97.67,95.29,0.0116,0.1513,0.07645
XP_004847173.1,ENSCPOP00000017625,96.03,93.39,0.0183,0.2395,0.07643
XP_004844845.1,ENSCPOP00000009129,91.8,87.53,0.042,0.5499,0.07637
XP_004835100.1,ENSCPOP00000007518,95.06,90.18,0.0294,0.3847,0.07631
XP_004836628.1,ENSCPOP00000007481,93.23,91.05,0.0315,0.4126,0.07629
XP_004874687.1,ENSCPOP00000014909,90.22,89.43,0.0481,0.6305,0.07629
XP_004859541.1,ENSCPOP00000018743,91.71,90.77,0.0378,0.4959,0.07627
XP_004856754.1,ENSCPOP00000011851,97.84,95.4,0.0108,0.1412,0.07624
XP_004867067.1,ENSCPOP00000015821,95.06,92.13,0.0241,0.3167,0.07623
XP_004858668.1,ENSCPOP00000010144,88.59,87.7,0.057,0.7481,0.07622
XP_004849026.1,ENSCPOP00000010515,92.13,91.27,0.0362,0.4751,0.07622
XP_004840233.1,ENSCPOP00000012247,96.44,93.5,0.0175,0.2299,0.07621
XP_004850280.1,ENSCPOP00000005223,93.02,88.37,0.0402,0.5282,0.0762
XP_004842330.1,ENSCPOP00000012249,95.85,93.1,0.0197,0.2589,0.07615
XP_004870329.1,ENSCPOP00000011768,95.86,93.25,0.0196,0.2578,0.07611
XP_004844005.1,ENSCPOP00000004895,95.13,93.4,0.0213,0.2804,0.07608
XP_004838014.1,ENSCPOP00000001161,96.91,92.9,0.0223,0.2926,0.07607
XP_004845259.1,ENSCPOP00000004186,90.17,89.05,0.051,0.6707,0.07606
XP_004849940.1,ENSCPOP00000009158,95.87,93.23,0.02,0.2629,0.07606
XP_004868360.1,ENSCPOP00000019971,95.65,91.79,0.0262,0.345,0.07606
XP_004836423.1,ENSCPOP00000014592,88,83.56,0.0668,0.8786,0.07605
XP_004855432.1,ENSCPOP00000019176,94.07,92.09,0.0292,0.3843,0.07604
XP_004840987.1,ENSCPOP00000005929,92.6,90.3,0.036,0.4741,0.07603
XP_004867837.1,ENSCPOP00000012620,97.73,95.61,0.0109,0.1434,0.07602
XP_004852335.1,ENSCPOP00000007218,98.95,97.36,0.0054,0.0717,0.07599
XP_004863319.1,ENSCPOP00000012368,96.71,93.28,0.0193,0.2538,0.07598
XP_004842987.1,ENSCPOP00000008182,98.02,95.95,0.0104,0.1366,0.07597
XP_004864547.1,ENSCPOP00000011158,95.57,92.09,0.0246,0.3235,0.07597
XP_004872427.1,ENSCPOP00000002096,92.14,88.08,0.0436,0.574,0.07594
XP_004867470.1,ENSCPOP00000011913,92.93,90.99,0.0325,0.428,0.07594
XP_004862257.1,ENSCPOP00000018793,95.98,94.49,0.0174,0.2296,0.0759
XP_004837878.1,ENSCPOP00000000044,96.57,94.08,0.0173,0.2281,0.07588
XP_004875023.1,ENSCPOP00000011422,90.98,88.25,0.0467,0.615,0.07585
XP_004846636.1,ENSCPOP00000014169,90.5,92.83,0.0378,0.4984,0.07582
XP_004857708.1,ENSCPOP00000003750,97.64,95.4,0.0119,0.1565,0.0758
XP_004857515.1,ENSCPOP00000003992,96.8,94.4,0.0148,0.1954,0.0758
XP_004850443.1,ENSCPOP00000008507,93.38,92.33,0.0314,0.414,0.07578
XP_004844243.1,ENSCPOP00000007795,96.77,94.78,0.0147,0.1937,0.07577
XP_004867727.1,ENSCPOP00000009415,96.58,94.37,0.016,0.2108,0.07572
XP_004846446.1,ENSCPOP00000012305,93.2,91.59,0.0303,0.4005,0.0757
XP_004873008.1,ENSCPOP00000006106,98.03,95.7,0.0098,0.1295,0.07564
XP_004867874.1,ENSCPOP00000010296,94.7,92.4,0.0245,0.3243,0.07561
XP_004848011.1,ENSCPOP00000010612,97.29,94.8,0.013,0.1716,0.07561
XP_004856799.1,ENSCPOP00000011971,97.6,94.93,0.0143,0.1895,0.0756
XP_004869130.1,ENSCPOP00000003076,94.83,90.7,0.0272,0.3601,0.07558
XP_004866032.1,ENSCPOP00000006744,90.36,88.22,0.0507,0.6711,0.07553
XP_004858382.1,ENSCPOP00000008803,97.31,94.67,0.0136,0.1807,0.07552
XP_004846531.1,ENSCPOP00000019912,90.77,89.91,0.0431,0.5709,0.0755
XP_004855708.1,ENSCPOP00000001768,98.94,97.88,0.005,0.0661,0.07548
XP_004847484.1,ENSCPOP00000000028,95.3,92.91,0.0232,0.3077,0.07547
XP_004870119.1,ENSCPOP00000001234,97.85,95.49,0.0112,0.148,0.07547
XP_004846173.1,ENSCPOP00000018685,94.63,94.24,0.0229,0.3029,0.07546
XP_004841864.1,ENSCPOP00000009618,97.82,95.03,0.0126,0.1674,0.0754
XP_004842548.1,ENSCPOP00000015424,92.39,89.78,0.037,0.4912,0.07539
XP_004854426.1,ENSCPOP00000011179,96.72,94.19,0.0153,0.2034,0.07538
XP_004839203.1,ENSCPOP00000019433,93.53,92.54,0.0288,0.3814,0.07538
XP_004834555.1,ENSCPOP00000010411,97.61,95.02,0.0138,0.1835,0.07537
XP_004858474.1,ENSCPOP00000010727,96.88,93.58,0.0175,0.2318,0.07537
XP_004838116.1,ENSCPOP00000016895,96.51,94.93,0.0104,0.1384,0.07536
XP_004842010.1,ENSCPOP00000006152,96.89,94.03,0.0151,0.2005,0.07535
XP_004854588.1,ENSCPOP00000013395,97.3,94.94,0.0128,0.17,0.07534
XP_004873430.1,ENSCPOP00000019251,89.08,86.08,0.058,0.7698,0.07534
XP_004835585.1,ENSCPOP00000008522,96.72,94.9,0.0146,0.1943,0.07533
XP_004868724.1,ENSCPOP00000004985,97.03,94.77,0.0185,0.2457,0.07527
XP_004839276.1,ENSCPOP00000003937,95.63,92.88,0.0204,0.2714,0.07521
XP_004865234.1,ENSCPOP00000013537,97.19,95.32,0.0128,0.1698,0.0752
XP_004845002.1,ENSCPOP00000009095,92.98,91.89,0.0326,0.4337,0.07519
XP_004861604.1,ENSCPOP00000017845,95.15,92.71,0.0231,0.3073,0.07519
XP_004837464.1,ENSCPOP00000016394,93.97,91.86,0.0296,0.3943,0.07518
XP_004871714.1,ENSCPOP00000014985,94,91.17,0.0278,0.3698,0.07517
XP_004847433.1,ENSCPOP00000003034,94.07,90.02,0.0316,0.4203,0.07513
XP_004848082.1,ENSCPOP00000008118,96.74,92,0.0246,0.3273,0.0751
XP_004838587.1,ENSCPOP00000007919,98.74,97.37,0.0062,0.0821,0.07502
XP_004849632.1,ENSCPOP00000019148,95.96,91.63,0.0264,0.3519,0.07501
XP_004840844.1,ENSCPOP00000008057,96.57,94.04,0.0165,0.2202,0.075
XP_004852516.1,ENSCPOP00000001320,95.97,92.79,0.0214,0.285,0.07499
XP_004834105.1,ENSCPOP00000017654,97.22,94.91,0.0132,0.1763,0.07499
XP_004839691.1,ENSCPOP00000001519,95.95,94.29,0.0178,0.2376,0.07498
XP_004839652.1,ENSCPOP00000000014,96.57,93.14,0.017,0.2273,0.07497
XP_004847385.1,ENSCPOP00000008966,90.91,87.16,0.0464,0.6191,0.07497
XP_004853421.1,ENSCPOP00000011885,97.15,94.44,0.0138,0.1845,0.07495
XP_004862147.1,ENSCPOP00000017382,90.79,88.16,0.0448,0.5976,0.07494
XP_004835925.1,ENSCPOP00000011363,97.6,94.8,0.0145,0.1935,0.07491
XP_004866366.1,ENSCPOP00000008865,96.28,92.88,0.0202,0.2697,0.0749
XP_004869010.1,ENSCPOP00000012157,87.5,84.5,0.0689,0.9198,0.0749
XP_004840922.1,ENSCPOP00000017818,93.83,89.3,0.0297,0.3968,0.07484
XP_004860039.1,ENSCPOP00000011794,97.75,95.96,0.0106,0.1411,0.0748
XP_004867969.1,ENSCPOP00000012440,97.93,95.79,0.0101,0.1355,0.07477
XP_004851170.1,ENSCPOP00000008473,94.24,89.47,0.0319,0.4272,0.07476
XP_004850656.1,ENSCPOP00000014062,97.35,93.7,0.0149,0.1987,0.07476
XP_004847674.1,ENSCPOP00000000148,98.46,96.86,0.0074,0.0985,0.0747
XP_004835144.1,ENSCPOP00000000625,93.55,88.89,0.0319,0.4275,0.07468
XP_004866308.1,ENSCPOP00000008198,91.56,86.15,0.0436,0.5836,0.07468
XP_004850277.1,ENSCPOP00000012733,89.59,84.3,0.0612,0.8193,0.07467
XP_004837152.1,ENSCPOP00000002020,96.44,93.43,0.0191,0.2557,0.07461
XP_004848603.1,ENSCPOP00000019210,98.15,96.3,0.0088,0.1185,0.07455
XP_004873928.1,ENSCPOP00000011682,96.02,93.03,0.0191,0.2566,0.07453
XP_004870743.1,ENSCPOP00000007805,96.75,93.92,0.0156,0.2091,0.07452
XP_004834338.1,ENSCPOP00000011892,98.01,95.76,0.0111,0.1489,0.07451
XP_004839396.1,ENSCPOP00000011569,97.57,95.05,0.0144,0.1937,0.07449
XP_004857352.1,ENSCPOP00000004497,95.48,91.24,0.0278,0.3729,0.07447
XP_004836417.1,ENSCPOP00000003247,96.06,93.57,0.018,0.2415,0.0744
XP_004865043.1,ENSCPOP00000007156,95.31,93.75,0.0201,0.2706,0.0744
XP_004872147.1,ENSCPOP00000020489,91.41,90.18,0.0433,0.5819,0.07437
XP_004845640.1,ENSCPOP00000004854,95.44,93.78,0.0213,0.2863,0.07435
XP_004848121.1,ENSCPOP00000009982,97.43,94.76,0.0126,0.17,0.07435
XP_004868177.1,ENSCPOP00000008566,93.46,89.43,0.038,0.511,0.07434
XP_004851794.1,ENSCPOP00000011079,92.69,89.37,0.0354,0.4762,0.07433
XP_004861049.1,ENSCPOP00000001854,93.73,90.98,0.031,0.4173,0.07431
XP_004837065.1,ENSCPOP00000003807,97.93,95.84,0.0106,0.1425,0.07428
XP_004850306.1,ENSCPOP00000011054,95.51,92.28,0.0219,0.2945,0.07427
XP_004845422.1,ENSCPOP00000006950,91.08,88.75,0.0434,0.5842,0.07426
XP_004847321.1,ENSCPOP00000008965,95.85,91.58,0.0231,0.3107,0.07426
XP_004853449.1,ENSCPOP00000009659,97.94,95.87,0.012,0.1619,0.07426
XP_004843104.1,ENSCPOP00000009740,97.32,94.72,0.013,0.175,0.07425
XP_004867990.1,ENSCPOP00000001629,96.56,93.41,0.0169,0.228,0.07424
XP_004839017.1,ENSCPOP00000005820,97,94.19,0.0146,0.1964,0.07421
XP_004851986.1,ENSCPOP00000008649,92.24,88.43,0.0466,0.6279,0.07421
XP_004843738.1,ENSCPOP00000016687,97.99,95.76,0.0099,0.1331,0.07416
XP_004836326.1,ENSCPOP00000003640,96.63,92.98,0.0198,0.2674,0.07413
XP_004863035.1,ENSCPOP00000000114,97.77,95.91,0.0104,0.141,0.07411
XP_004838772.1,ENSCPOP00000009380,96.56,93.75,0.0183,0.2473,0.07411
XP_004868777.1,ENSCPOP00000017969,93.28,90.76,0.0318,0.429,0.07411
XP_004850036.1,ENSCPOP00000007606,98.23,96.33,0.0105,0.1416,0.0741
XP_004848009.1,ENSCPOP00000002959,94.21,91.84,0.0278,0.3757,0.07408
XP_004842836.1,ENSCPOP00000005955,87.95,88.23,0.0579,0.7813,0.07404
XP_004874771.1,ENSCPOP00000017935,91.74,88.7,0.0523,0.7067,0.07404
XP_004871486.1,ENSCPOP00000005258,98.39,96.1,0.0082,0.1109,0.07402
XP_004873205.1,ENSCPOP00000009224,93.31,92.01,0.0312,0.4213,0.07402
XP_004855975.1,ENSCPOP00000012169,94.61,91.72,0.026,0.3511,0.07402
XP_004866576.1,ENSCPOP00000000433,94.8,91.79,0.0251,0.3396,0.07399
XP_004856825.1,ENSCPOP00000005835,97.3,95.18,0.0125,0.1694,0.07398
XP_004845070.1,ENSCPOP00000017660,98.18,97.06,0.0081,0.1099,0.07398
XP_004857963.1,ENSCPOP00000005937,98.12,96.4,0.009,0.1216,0.07393
XP_004863073.1,ENSCPOP00000001991,97.47,94.66,0.0128,0.1731,0.07392
XP_004852311.1,ENSCPOP00000013932,96.2,93.94,0.018,0.2438,0.07391
XP_004854045.1,ENSCPOP00000005051,97.54,95.32,0.0117,0.1582,0.0739
XP_004854403.1,ENSCPOP00000002276,96.96,94.75,0.0135,0.1832,0.07389
XP_004840142.1,ENSCPOP00000005592,93.21,91.73,0.0317,0.4295,0.07389
XP_004851288.1,ENSCPOP00000010368,98.38,96.51,0.0079,0.1072,0.07387
XP_004840064.1,ENSCPOP00000005726,96.43,93.82,0.0167,0.2262,0.07384
XP_004866416.1,ENSCPOP00000015342,94.57,93.66,0.0283,0.3838,0.07383
XP_004843063.1,ENSCPOP00000017225,97.45,93.92,0.0157,0.2132,0.07382
XP_004859438.1,ENSCPOP00000017343,84.96,86.95,0.072,0.9759,0.07375
XP_004863838.1,ENSCPOP00000014962,85.9,87.23,0.0685,0.9295,0.07374
XP_004875074.1,ENSCPOP00000018809,93.91,90.72,0.0342,0.4636,0.07374
XP_004843896.1,ENSCPOP00000010389,93.66,89.2,0.0355,0.481,0.07372
XP_004837561.1,ENSCPOP00000003317,96.18,93.21,0.0198,0.2685,0.0737
XP_004849077.1,ENSCPOP00000004667,91.73,90.15,0.039,0.5293,0.07369
XP_004859889.1,ENSCPOP00000011277,90.59,86.92,0.0593,0.8044,0.07367
XP_004837976.1,ENSCPOP00000001933,91.47,90.29,0.0408,0.554,0.07366
XP_004870560.1,ENSCPOP00000019540,94.75,91.25,0.0282,0.3828,0.07364
XP_004836022.1,ENSCPOP00000007247,92.31,89.64,0.0394,0.5353,0.0736
XP_004841747.1,ENSCPOP00000004516,97.75,95.45,0.0108,0.1473,0.07359
XP_004844894.1,ENSCPOP00000007541,90.4,84.79,0.06,0.816,0.07357
XP_004848601.1,ENSCPOP00000012730,97.01,93.58,0.0167,0.2265,0.07355
XP_004869443.1,ENSCPOP00000016986,87.69,87.08,0.0614,0.835,0.07354
XP_004869783.1,ENSCPOP00000001484,87.01,84.54,0.0665,0.9037,0.07353
XP_004859371.1,ENSCPOP00000019480,88.16,88.05,0.0589,0.8015,0.07345
XP_004849587.1,ENSCPOP00000000272,97.26,94.75,0.0134,0.1828,0.07343
XP_004875312.1,ENSCPOP00000009243,91.5,87.83,0.0398,0.5419,0.07343
XP_004872959.1,ENSCPOP00000000643,97.87,94.5,0.0147,0.2004,0.0734
XP_004868461.1,ENSCPOP00000018532,93.81,92.22,0.0287,0.3916,0.07339
XP_004855851.1,ENSCPOP00000001886,94.43,91.81,0.0258,0.3512,0.07338
XP_004847670.1,ENSCPOP00000001750,95.9,92.14,0.0203,0.2772,0.07336
XP_004860223.1,ENSCPOP00000009091,94.58,90.02,0.0284,0.3872,0.07333
XP_004873479.1,ENSCPOP00000002827,91.32,88.71,0.0407,0.5557,0.07331
XP_004844852.1,ENSCPOP00000004636,94.54,90.05,0.0287,0.3918,0.0733
XP_004844426.1,ENSCPOP00000004869,94.86,90.73,0.0265,0.3613,0.07329
XP_004873759.1,ENSCPOP00000010115,96.87,94.32,0.015,0.2053,0.07329
XP_004853982.1,ENSCPOP00000019208,95.4,91.82,0.0222,0.3023,0.07328
XP_004870460.1,ENSCPOP00000003860,98.85,97.44,0.0069,0.0938,0.07325
XP_004846749.1,ENSCPOP00000009174,94.24,91.03,0.0304,0.4149,0.07324
XP_004862118.1,ENSCPOP00000020153,93.87,89.66,0.0295,0.4028,0.07324
XP_004849166.1,ENSCPOP00000009264,94.95,91.52,0.0245,0.334,0.07321
XP_004843157.1,ENSCPOP00000013892,97.76,95.19,0.0116,0.1582,0.0732
XP_004866469.1,ENSCPOP00000017228,93.64,89.25,0.0324,0.4426,0.07311
XP_004858680.1,ENSCPOP00000007560,96.98,93.76,0.0156,0.2134,0.07298
XP_004852467.1,ENSCPOP00000018460,95.24,91.59,0.023,0.3147,0.07294
XP_004838755.1,ENSCPOP00000003949,96.28,93.75,0.0172,0.2364,0.07291
XP_004872576.1,ENSCPOP00000004785,92.52,88.22,0.0395,0.5422,0.07291
XP_004843711.1,ENSCPOP00000012951,97.83,94.83,0.0124,0.1695,0.07289
XP_004834031.1,ENSCPOP00000007071,97.1,94.94,0.0134,0.1838,0.07288
XP_004841872.1,ENSCPOP00000002142,96.46,94.88,0.0155,0.2125,0.07285
XP_004868834.1,ENSCPOP00000000531,95.1,92.48,0.0222,0.3053,0.07284
XP_004871132.1,ENSCPOP00000010396,93.64,91.11,0.0294,0.4037,0.07282
XP_004854763.1,ENSCPOP00000007144,97.68,94.24,0.0149,0.2044,0.07281
XP_004839013.1,ENSCPOP00000014418,97.22,94.91,0.0129,0.1775,0.0728
XP_004848317.1,ENSCPOP00000001582,92.57,91.91,0.0349,0.4799,0.07274
XP_004851019.1,ENSCPOP00000019519,96.72,94.54,0.0149,0.2054,0.07272
XP_004867309.1,ENSCPOP00000001694,97.12,94.38,0.0144,0.1986,0.07262
XP_004872479.1,ENSCPOP00000017513,95.01,90.25,0.0344,0.4738,0.07258
XP_004846679.1,ENSCPOP00000003707,91.67,91.08,0.0351,0.4843,0.07256
XP_004855716.1,ENSCPOP00000000227,97.17,94.55,0.0134,0.1842,0.07255
XP_004841479.1,ENSCPOP00000010680,95.94,92.81,0.0218,0.3003,0.07251
XP_004856773.1,ENSCPOP00000019155,98.43,96.28,0.0085,0.1177,0.07247
XP_004871547.1,ENSCPOP00000007262,97.89,95.31,0.0112,0.1553,0.07244
XP_004869370.1,ENSCPOP00000003215,95.6,92.31,0.0225,0.3104,0.07241
XP_004867279.1,ENSCPOP00000009370,95.08,91.96,0.0277,0.3823,0.07241
XP_004873448.1,ENSCPOP00000008152,91.86,89.96,0.037,0.5111,0.0724
XP_004834189.1,ENSCPOP00000020101,96.3,92.4,0.0186,0.2569,0.07239
XP_004856790.1,ENSCPOP00000008786,96.25,93.28,0.0181,0.2507,0.07238
XP_004856989.1,ENSCPOP00000001231,96.09,93.41,0.0187,0.258,0.07237
XP_004873239.1,ENSCPOP00000014067,93.04,90.26,0.0374,0.5166,0.07237
XP_004852581.1,ENSCPOP00000019282,94.64,91.83,0.026,0.3589,0.07236
XP_004843929.1,ENSCPOP00000000172,90.59,90.42,0.0419,0.5792,0.07235
XP_004860424.1,ENSCPOP00000015356,91.44,90.2,0.0388,0.5362,0.07235
XP_004869198.1,ENSCPOP00000005677,94.5,91.88,0.0259,0.3581,0.07234
XP_004869220.1,ENSCPOP00000007367,94.49,90.54,0.0274,0.3787,0.07234
XP_004873050.1,ENSCPOP00000001098,95.36,93.47,0.0211,0.2916,0.07233
XP_004842730.1,ENSCPOP00000018935,93.89,91.85,0.0291,0.4019,0.07233
XP_004862922.1,ENSCPOP00000007126,98.02,95.93,0.0106,0.1469,0.07231
XP_004857965.1,ENSCPOP00000005941,96.56,93.36,0.0176,0.2428,0.0723
XP_004836425.1,ENSCPOP00000016269,92.15,89.42,0.0455,0.6292,0.07226
XP_004872201.1,ENSCPOP00000005364,97.83,95.72,0.0106,0.1474,0.07225
XP_004841050.1,ENSCPOP00000002289,92.95,89.99,0.0443,0.6129,0.07224
XP_004861584.1,ENSCPOP00000016605,94.92,91.04,0.0251,0.3471,0.07224
XP_004860879.1,ENSCPOP00000004931,93.53,91.67,0.0303,0.4191,0.07221
XP_004866296.1,ENSCPOP00000006043,95.18,91.08,0.0236,0.3272,0.07221
XP_004857015.1,ENSCPOP00000009517,97.15,95.17,0.013,0.181,0.07206
XP_004862185.1,ENSCPOP00000010566,94.55,92.08,0.0256,0.3547,0.07206
XP_004870752.1,ENSCPOP00000010464,93.96,91.9,0.0278,0.3859,0.07205
XP_004834186.1,ENSCPOP00000002509,96.36,93.94,0.0166,0.2305,0.07204
XP_004859736.1,ENSCPOP00000015936,92.98,90.29,0.0414,0.575,0.07204
XP_004860239.1,ENSCPOP00000016049,96.43,93.01,0.0173,0.2407,0.07204
XP_004838613.1,ENSCPOP00000000155,97.34,94.3,0.0132,0.1833,0.07203
XP_004838842.1,ENSCPOP00000000556,97.39,95.3,0.012,0.1671,0.07202
XP_004867695.1,ENSCPOP00000002424,96.36,92.6,0.0189,0.2629,0.07202
XP_004872578.1,ENSCPOP00000016148,92.96,89.44,0.0355,0.493,0.07202
XP_004857899.1,ENSCPOP00000004658,94.75,91.5,0.027,0.3748,0.07198
XP_004840736.1,ENSCPOP00000003253,97.38,94.28,0.0132,0.1832,0.07197
XP_004874069.1,ENSCPOP00000013114,94.61,90.69,0.0276,0.3832,0.07194
XP_004847025.1,ENSCPOP00000001652,95.44,91.7,0.0219,0.305,0.07186
XP_004863733.1,ENSCPOP00000013509,92.39,91.14,0.0354,0.4939,0.07174
XP_004840895.1,ENSCPOP00000019067,97.99,96.14,0.0094,0.1312,0.07173
XP_004868143.1,ENSCPOP00000010214,91.34,88.91,0.042,0.5851,0.07172
XP_004853794.1,ENSCPOP00000013091,97.91,95.83,0.0104,0.1455,0.07172
XP_004865562.1,ENSCPOP00000009263,93.45,90.7,0.0316,0.4409,0.07169
XP_004845495.1,ENSCPOP00000001952,89.49,89.23,0.0515,0.7184,0.07166
XP_004859514.1,ENSCPOP00000013644,93.93,91.75,0.0285,0.3987,0.07158
XP_004854448.1,ENSCPOP00000019959,93.89,92.96,0.0274,0.3834,0.07155
XP_004836723.1,ENSCPOP00000004741,92.87,88.95,0.0433,0.6057,0.07154
XP_004840748.1,ENSCPOP00000020228,97.47,94.81,0.0127,0.1771,0.07154
XP_004846951.1,ENSCPOP00000020876,93.43,90.63,0.0329,0.4599,0.07154
XP_004861359.1,ENSCPOP00000013443,97.5,94.95,0.0123,0.1719,0.0715
XP_004856910.1,ENSCPOP00000008214,96.53,93,0.0169,0.2362,0.07147
XP_004849346.1,ENSCPOP00000011587,94.19,92.25,0.0299,0.4188,0.07146
XP_004836850.1,ENSCPOP00000002949,94.54,90.96,0.0266,0.3724,0.07145
XP_004839376.1,ENSCPOP00000005886,95.61,92.01,0.022,0.3081,0.07144
XP_004836885.1,ENSCPOP00000000059,93.94,90.79,0.0281,0.3929,0.07141
XP_004851868.1,ENSCPOP00000004757,93.15,88.9,0.0345,0.4826,0.0714
XP_004845879.1,ENSCPOP00000012963,95.91,92.26,0.0206,0.2891,0.07139
XP_004859544.1,ENSCPOP00000005210,91.33,89.3,0.0417,0.584,0.07138
XP_004841396.1,ENSCPOP00000013682,98.19,96.63,0.0083,0.1167,0.07136
XP_004836581.1,ENSCPOP00000003052,97.28,94.53,0.014,0.1964,0.07135
XP_004835611.1,ENSCPOP00000005528,96.71,93.69,0.017,0.2377,0.07134
XP_004841710.1,ENSCPOP00000007096,97.04,94.23,0.0144,0.2025,0.07132
XP_004843856.1,ENSCPOP00000019927,89.67,89.83,0.0499,0.6996,0.07128
XP_004860071.1,ENSCPOP00000003216,98.31,95.68,0.0106,0.1491,0.07127
XP_004862641.1,ENSCPOP00000010298,96.45,93.11,0.0177,0.2488,0.07127
XP_004836267.1,ENSCPOP00000020620,92.69,91.17,0.0317,0.445,0.07126
XP_004855592.1,ENSCPOP00000008101,92.84,89.01,0.04,0.5616,0.07124
XP_004872442.1,ENSCPOP00000000689,89.87,87.58,0.0512,0.7195,0.07121
XP_004870090.1,ENSCPOP00000014252,95.53,90.75,0.0288,0.4046,0.07119
XP_004872029.1,ENSCPOP00000011946,96.67,92.38,0.0211,0.2965,0.07118
XP_004849217.1,ENSCPOP00000003684,95.29,91.22,0.0249,0.3498,0.07116
XP_004844431.1,ENSCPOP00000008562,91.56,90.28,0.0396,0.5572,0.07116
XP_004875007.1,ENSCPOP00000006222,89.17,87.26,0.056,0.7883,0.07109
XP_004859394.1,ENSCPOP00000015240,88.2,86.78,0.0625,0.8798,0.07109
XP_004841418.1,ENSCPOP00000005133,95.75,93.39,0.0192,0.2701,0.07108
XP_004845171.1,ENSCPOP00000005410,92.98,90.76,0.0326,0.4594,0.07105
XP_004867576.1,ENSCPOP00000006994,94.12,92.68,0.0249,0.3501,0.07103
XP_004872119.1,ENSCPOP00000010527,96.54,93.08,0.0168,0.2366,0.07102
XP_004848619.1,ENSCPOP00000006414,97.12,94.42,0.0144,0.2024,0.07099
XP_004839406.1,ENSCPOP00000013469,96.26,93.99,0.0171,0.2407,0.07099
XP_004862381.1,ENSCPOP00000002158,96.41,94.84,0.0164,0.2305,0.07095
XP_004845244.1,ENSCPOP00000008641,91.4,89.96,0.0378,0.5321,0.07094
XP_004842135.1,ENSCPOP00000000156,96.2,92.52,0.02,0.2822,0.07093
XP_004854430.1,ENSCPOP00000018242,94.98,92.5,0.0227,0.3207,0.0709
XP_004853601.1,ENSCPOP00000013241,94.69,92.33,0.0239,0.3376,0.07085
XP_004850014.1,ENSCPOP00000000584,94.92,92.57,0.0241,0.3395,0.07084
XP_004862225.1,ENSCPOP00000005947,93.66,91.82,0.0289,0.4082,0.07084
XP_004836769.1,ENSCPOP00000010871,94.32,91.37,0.0264,0.3724,0.07084
XP_004857636.1,ENSCPOP00000005989,96.49,91.93,0.0201,0.2836,0.07078
XP_004854868.1,ENSCPOP00000009117,95.22,90.35,0.0253,0.358,0.07078
XP_004843705.1,ENSCPOP00000013906,95.15,92.8,0.0234,0.3312,0.07077
XP_004836799.1,ENSCPOP00000012569,97.41,94.26,0.016,0.226,0.07076
XP_004858409.1,ENSCPOP00000010415,95.41,91.67,0.0217,0.3071,0.07075
XP_004836030.1,ENSCPOP00000012418,97.89,95.48,0.0104,0.1476,0.07075
XP_004861087.1,ENSCPOP00000015309,94.13,90.87,0.0298,0.4209,0.07075
XP_004874919.1,ENSCPOP00000008621,97.57,95.13,0.0116,0.1638,0.07068
XP_004859915.1,ENSCPOP00000005224,93,90.08,0.0336,0.4756,0.07067
XP_004850452.1,ENSCPOP00000007285,93.89,92.22,0.0278,0.3929,0.07067
