SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks,Associated Gene Name
XP_004845448.1,ENSP00000379322,90.15,84.08,0.0466,0.9844,0.0473,PPARA
XP_004854325.1,ENSP00000295569,95.71,89.05,0.0234,0.4951,0.04728,FAM19A4
XP_004865116.1,ENSP00000414558,96.49,91.52,0.0166,0.3519,0.04728,ABHD4
XP_004865684.1,ENSP00000301454,93.16,88.25,0.0335,0.7097,0.04724,SLC25A23
XP_004867200.1,ENSP00000468312,95.41,90.73,0.0213,0.4514,0.04724,EML2
XP_004856082.1,ENSP00000309945,95.27,89.84,0.0245,0.5178,0.04723,SPNS1
XP_004852717.1,ENSP00000453293,92.66,89.59,0.0349,0.7403,0.0471,APBA2
XP_004854280.1,ENSP00000380602,96.98,92.33,0.0147,0.3119,0.0471,CNTN4
XP_004851294.1,ENSP00000341170,95.81,91.22,0.0191,0.4059,0.04707,PTN
XP_004834192.1,ENSP00000418081,96.48,92.17,0.0176,0.3747,0.04703,CACNA2D2
XP_004875013.1,ENSP00000164640,92.34,90.18,0.033,0.7021,0.04699,PDZD4
XP_004857499.1,ENSP00000250113,97.47,92.9,0.0127,0.2694,0.04697,FXR2
XP_004862843.1,ENSP00000356448,96.49,92.61,0.016,0.3402,0.04697,TPR
XP_004871579.1,ENSP00000429374,95.8,87.68,0.0274,0.5824,0.04697,RPS20
XP_004855255.1,ENSP00000470152,97.35,92.06,0.0152,0.3237,0.04694,DTNA
XP_004842450.1,ENSP00000382090,90.3,88.33,0.045,0.9584,0.04691,CLDN14
XP_004851131.1,ENSP00000263694,97.54,90.36,0.0189,0.4032,0.04691,SNRNP40
XP_004864365.1,ENSP00000288266,97.6,94.3,0.011,0.2335,0.04691,APPL1
XP_004874639.1,ENSP00000403802,95.82,91.11,0.0191,0.4074,0.0469,FBXO10
XP_004861842.1,ENSP00000263056,94.65,87.51,0.0286,0.6099,0.04689,MAP3K8
XP_004870057.1,ENSP00000334463,96.49,91.03,0.0168,0.3582,0.04688,LYPD6
XP_004873335.1,ENSP00000393313,91.61,84.88,0.0428,0.9126,0.04688,EPS15L1
XP_004859621.1,ENSP00000007414,92.59,88.53,0.0353,0.7541,0.04687,OSBPL7
XP_004863901.1,ENSP00000368030,91.3,86.69,0.0463,0.9891,0.04684,ATAD3A
XP_004841501.1,ENSP00000359958,98.78,97.46,0.0052,0.1106,0.04683,ZRANB2
XP_004848027.1,ENSP00000420919,97.59,91.43,0.0156,0.3341,0.04683,TMEM150C
XP_004837572.1,ENSP00000265572,95.26,91.23,0.0211,0.4513,0.04681,OPRK1
XP_004842990.1,ENSP00000352069,95.29,90.69,0.0215,0.4604,0.04681,WWP2
XP_004841184.1,ENSP00000378483,93.09,89.71,0.0312,0.6676,0.04678,RGS19
XP_004835394.1,ENSP00000312122,94.72,89.96,0.025,0.5335,0.04677,SEC13
XP_004844700.1,ENSP00000386357,98.26,94.53,0.0092,0.1979,0.04674,LRRTM4
XP_004871229.1,ENSP00000295702,96.17,89.62,0.0207,0.4425,0.04673,SSR2
XP_004840390.1,ENSP00000265846,92.25,89.48,0.0349,0.7465,0.04671,ADAP1
XP_004843192.1,ENSP00000219271,94.12,88.94,0.0287,0.6141,0.0467,MMP15
XP_004866585.1,ENSP00000469089,85.41,79.14,0.0896,1.9188,0.0467,ZBTB45
XP_004846065.1,ENSP00000354896,95.3,90.41,0.0221,0.4735,0.04668,GRM1
XP_004843754.1,ENSP00000408295,96.47,89.8,0.02,0.4286,0.04666,RFC5
XP_004846292.1,ENSP00000362201,93.87,91.75,0.0263,0.5641,0.0466,SPOCK2
XP_004852474.1,ENSP00000431984,93.7,89.4,0.0308,0.662,0.0466,CAPN1
XP_004836615.1,ENSP00000385432,97.98,93.27,0.012,0.2576,0.04658,SAR1B
XP_004852225.1,ENSP00000168712,92.72,91.26,0.0334,0.7167,0.04658,FGF4
XP_004855825.1,ENSP00000390158,97.62,92.99,0.0122,0.2612,0.04652,HERC1
XP_004847709.1,ENSP00000349298,95.53,89.56,0.0246,0.5295,0.04651,MYLIP
XP_004847719.1,ENSP00000420465,95.95,90.28,0.019,0.4095,0.04649,RNF182
XP_004841914.1,ENSP00000354910,95.05,92.22,0.0219,0.4715,0.04648,NRG2
XP_004850660.1,ENSP00000382800,94.34,92.22,0.0243,0.5221,0.04646,RUNX3
XP_004839987.1,ENSP00000297283,91.7,89.46,0.0388,0.8351,0.04641,PGAM2
XP_004854476.1,ENSP00000333395,95.08,90.28,0.0232,0.499,0.04641,ARSI
XP_004873535.1,ENSP00000262811,90.16,85.65,0.0475,1.0251,0.04635,MAST3
XP_004842756.1,ENSP00000261622,92.7,90.47,0.033,0.712,0.04631,SLC7A5
XP_004871393.1,ENSP00000271915,95.4,91.49,0.0224,0.4848,0.04628,KCNN3
XP_004853191.1,ENSP00000372654,96.59,91.12,0.0166,0.3586,0.04624,AQP4
XP_004868552.1,ENSP00000384259,94.15,87.96,0.0297,0.643,0.0462,ATG4B
XP_004845276.1,ENSP00000267229,97.96,94.83,0.01,0.2167,0.04619,RBM26
XP_004872109.1,ENSP00000303554,95.95,90.5,0.0197,0.4266,0.04613,PTPN9
XP_004835902.1,ENSP00000333836,98.55,95.65,0.0069,0.1506,0.04612,FIGN
XP_004861965.1,ENSP00000380880,88.19,84.62,0.0607,1.3153,0.04612,PQLC1
XP_004834105.1,ENSP00000309092,95.56,90.65,0.021,0.4565,0.04609,GMPPB
XP_004837723.1,ENSP00000366522,90.99,87.63,0.0409,0.8885,0.04608,ARHGAP39
XP_004857684.1,ENSP00000284669,96.2,91.03,0.0178,0.3859,0.04603,KLHL41
XP_004859320.1,ENSP00000321005,32.22,46.61,0.7635,16.5924,0.04601,CD300LG
XP_004848965.1,ENSP00000360797,86.57,87.81,0.0605,1.3163,0.04597,CARD9
XP_004842348.1,ENSP00000328992,97.38,93.38,0.0129,0.281,0.04594,PAXBP1
XP_004842977.1,ENSP00000268483,97.32,93.51,0.0123,0.2685,0.04594,TXNL4B
XP_004852871.1,ENSP00000331504,93.92,90.02,0.0298,0.6489,0.04594,FES
XP_004855524.1,ENSP00000457703,96.84,91.05,0.0165,0.3597,0.04594,UBL7
XP_004863891.1,ENSP00000426103,91.4,89.13,0.038,0.8265,0.04594,MIB2
XP_004845400.1,ENSP00000305664,90.13,88.27,0.0445,0.9689,0.04592,TRABD
XP_004848140.1,ENSP00000351947,96.2,91.88,0.0173,0.3759,0.04589,SMARCAD1
XP_004865914.1,ENSP00000335333,91.17,86.65,0.0444,0.967,0.04588,PIP5K1C
XP_004855021.1,ENSP00000226319,97.27,93.27,0.0125,0.2732,0.04587,PHF17
XP_004869023.1,ENSP00000336894,97.33,92.94,0.0132,0.2889,0.04587,NAB1
XP_004856959.1,ENSP00000356433,96.8,91.87,0.0159,0.3474,0.04585,UST
XP_004868274.1,ENSP00000434034,97.39,92.74,0.0132,0.2876,0.04583,FZD4
XP_004852915.1,ENSP00000261722,95.28,90.1,0.023,0.5017,0.04581,AP3B2
XP_004853139.1,ENSP00000180173,96.36,91.67,0.0165,0.3603,0.04579,MTMR7
XP_004846776.1,ENSP00000319831,93.66,91.34,0.0273,0.5961,0.04577,DEF6
XP_004848987.1,ENSP00000277541,90.6,88.6,0.0435,0.9508,0.04577,NOTCH1
XP_004852876.1,ENSP00000268182,96.55,91.11,0.0172,0.3757,0.04575,IQGAP1
XP_004847232.1,ENSP00000441802,96.9,92.63,0.0163,0.3557,0.04573,PCDH7
XP_004835758.1,ENSP00000273398,97.15,92.07,0.0142,0.31,0.04571,ATP6V1A
XP_004852333.1,ENSP00000432568,94.59,89.26,0.0262,0.5734,0.04569,SPTBN2
XP_004852092.1,ENSP00000400223,93.52,90.51,0.0312,0.6826,0.04565,FJX1
XP_004859675.1,ENSP00000290295,93.66,88.26,0.0299,0.6558,0.04565,HOXB13
XP_004842628.1,ENSP00000286788,97.66,94.09,0.0115,0.2518,0.04563,CCT8
XP_004842867.1,ENSP00000302936,95.83,89.58,0.0207,0.4547,0.04562,DYNLRB2
XP_004852702.1,ENSP00000305926,95.36,91.57,0.0215,0.4718,0.04561,OTUD7A
XP_004857613.1,ENSP00000262445,99,97.33,0.0045,0.0995,0.04561,MAP2K4
XP_004840142.1,ENSP00000419970,92.47,89.22,0.0361,0.7919,0.04559,POR
XP_004854950.1,ENSP00000343966,97.5,93.46,0.0116,0.2538,0.04558,PSPC1
XP_004869459.1,ENSP00000349364,94.65,91.14,0.0267,0.5854,0.04558,IFFO1
XP_004846812.1,ENSP00000475027,95.15,85.66,0.0365,0.8015,0.04551,RPS10-NUDT3
XP_004861781.1,ENSP00000260327,97.94,95.19,0.0091,0.2009,0.04551,CTDSPL2
XP_004869617.1,ENSP00000400258,88.5,85.73,0.0529,1.1617,0.04551,DLGAP2
XP_004843387.1,ENSP00000381273,94.15,91.22,0.025,0.5487,0.04548,CRYBB2
XP_004842777.1,ENSP00000456743,91.71,89.59,0.0392,0.8622,0.04547,KLHL36
XP_004860994.1,ENSP00000328412,96.55,91.19,0.0204,0.4496,0.04547,PDE6G
XP_004869139.1,ENSP00000427888,97.4,92.87,0.0124,0.2725,0.04547,HS3ST5
XP_004860033.1,ENSP00000367154,96.39,91.1,0.0171,0.3759,0.04544,RSU1
XP_004871840.1,ENSP00000361769,96.43,92.42,0.017,0.3747,0.04544,RIMS3
XP_004873298.1,ENSP00000352408,91.49,86.42,0.0401,0.8829,0.0454,BABAM1
XP_004873951.1,ENSP00000455169,97.68,94.08,0.0107,0.2351,0.0454,NETO2
XP_004845696.1,ENSP00000215941,93.65,89.07,0.0282,0.6222,0.04533,ANKRD54
XP_004854744.1,ENSP00000258281,95.25,89.19,0.023,0.5072,0.04532,TAF5L
XP_004868367.1,ENSP00000256707,91.84,82.46,0.0438,0.9674,0.04532,KIDINS220
XP_004846063.1,ENSP00000356870,97.61,93.58,0.0112,0.248,0.0453,EYA4
XP_004863856.1,ENSP00000367797,93.26,90.46,0.0324,0.7141,0.0453,SKI
XP_004853294.1,ENSP00000461945,93.78,84.97,0.0384,0.8491,0.04527,RAB31
XP_004862688.1,ENSP00000351686,95.57,89.91,0.0206,0.4541,0.04527,PRDM10
XP_004837022.1,ENSP00000352167,90.48,88.21,0.0442,0.9774,0.04526,SLC25A29
XP_004849523.1,ENSP00000363003,97.07,93.22,0.0133,0.293,0.04526,PHF19
XP_004859401.1,ENSP00000293330,88.18,85.15,0.0521,1.1506,0.04525,HCRT
XP_004844536.1,ENSP00000258456,88.44,86.11,0.0566,1.251,0.04523,GPR45
XP_004860453.1,ENSP00000297494,94.42,89.56,0.0267,0.5904,0.04523,NOS3
XP_004871110.1,ENSP00000359378,93.94,89.03,0.0292,0.6454,0.04523,PRRG3
XP_004837027.1,ENSP00000334314,94.9,88.1,0.0251,0.5553,0.04521,EML1
XP_004855583.1,ENSP00000454749,96.51,92.3,0.0158,0.3498,0.0452,CELF6
XP_004867415.1,ENSP00000372499,93.08,85.9,0.0346,0.7659,0.0452,TBL1Y
XP_004842784.1,ENSP00000456782,92.53,86.47,0.0355,0.7855,0.04515,ZDHHC7
XP_004855451.1,ENSP00000385143,96.91,91.35,0.016,0.3551,0.04515,UNC5D
XP_004854369.1,ENSP00000423674,96.52,92.8,0.0154,0.341,0.04514,GNPDA1
XP_004840692.1,ENSP00000246080,95.92,93.71,0.0186,0.4118,0.04513,TCF15
XP_004846475.1,ENSP00000360398,96.88,91.77,0.0148,0.3283,0.04512,SLC25A27
XP_004843796.1,ENSP00000448083,92.4,88.52,0.0362,0.8017,0.04511,TPCN1
XP_004866338.1,ENSP00000424183,96.77,91.13,0.0158,0.3506,0.0451,LAMTOR3
XP_004838096.1,ENSP00000251871,97.24,93.14,0.0127,0.2823,0.04508,MED17
XP_004845679.1,ENSP00000371085,90.8,88.38,0.0386,0.8555,0.04508,BAIAP2L2
XP_004868372.1,ENSP00000234091,94.78,92.79,0.0211,0.4673,0.04508,ID2
XP_004835459.1,ENSP00000249700,91.74,84.62,0.0432,0.9581,0.04504,TMOD2
XP_004864291.1,ENSP00000420213,96.16,90.53,0.0189,0.4196,0.04502,FLNB
XP_004851041.1,ENSP00000296218,95.74,90.96,0.0196,0.4358,0.04501,DNALI1
XP_004871892.1,ENSP00000416293,96.34,91.87,0.0185,0.41,0.04501,SLC2A1
XP_004854838.1,ENSP00000369858,95.65,90.48,0.0199,0.4418,0.04499,ALOX5AP
XP_004840474.1,ENSP00000258796,90.44,86.68,0.0537,1.1959,0.04494,TTYH3
XP_004848638.1,ENSP00000346148,98.18,95.09,0.0085,0.1891,0.04493,PRKAA1
XP_004862243.1,ENSP00000347041,93.88,91.22,0.0262,0.5845,0.04491,FMOD
XP_004836394.1,ENSP00000309415,95.63,91.27,0.0197,0.4384,0.04488,CLTB
XP_004853734.1,ENSP00000358802,95.19,89.58,0.0291,0.6496,0.04487,KCNC4
XP_004850410.1,ENSP00000364895,94.58,89.76,0.028,0.6252,0.04486,ZBTB17
XP_004842181.1,ENSP00000276569,97.16,92.67,0.0133,0.2974,0.04484,ARMC1
XP_004845118.1,ENSP00000299293,98.23,95.21,0.0082,0.1826,0.04483,FRS2
XP_004875005.1,ENSP00000218104,90.14,86.58,0.0469,1.0467,0.04483,ABCD1
XP_004845002.1,ENSP00000261226,91.36,85.17,0.0458,1.0215,0.04479,TMCC3
XP_004852784.1,ENSP00000377779,96.34,91.41,0.0175,0.3912,0.04478,SV2B
XP_004874462.1,ENSP00000294168,90.18,84.53,0.0451,1.008,0.04477,TAF6L
XP_004836158.1,ENSP00000386377,97.44,93.57,0.0118,0.2631,0.04474,MGAT5
XP_004841803.1,ENSP00000313070,97.87,94.75,0.0105,0.2339,0.04474,PPIP5K2
XP_004873776.1,ENSP00000382834,95.42,89.61,0.0218,0.487,0.04471,NPRL3
XP_004860883.1,ENSP00000330341,94.67,90.67,0.0313,0.7006,0.0447,SOCS3
XP_004875302.1,ENSP00000309968,92.72,84.87,0.038,0.8506,0.04467,ADAM17
XP_004855649.1,ENSP00000343200,95.08,90.73,0.0231,0.5165,0.04465,SKOR1
XP_004869827.1,ENSP00000287169,91.58,84.33,0.0416,0.932,0.04465,ZDHHC5
XP_004871917.1,ENSP00000361540,97.39,92.85,0.0124,0.2766,0.04465,CDC20
XP_004842923.1,ENSP00000261772,95.87,89.94,0.02,0.4489,0.04464,AARS
XP_004869017.1,ENSP00000354394,94.27,87.69,0.0286,0.6412,0.04462,STAT1
XP_004855125.1,ENSP00000353270,97.08,93.9,0.0127,0.2851,0.0446,ERGIC2
XP_004855730.1,ENSP00000369681,97.88,93.27,0.0116,0.2607,0.0446,USP3
XP_004852777.1,ENSP00000377747,97.02,92.45,0.0146,0.3285,0.04459,CHD2
XP_004842871.1,ENSP00000303129,97.14,93,0.0148,0.3318,0.04457,VAT1L
XP_004868394.1,ENSP00000371559,92.51,87.42,0.0345,0.7751,0.04457,TSSC1
XP_004861534.1,ENSP00000417581,98.2,95.45,0.0082,0.1831,0.04454,FAM199X
XP_004853646.1,ENSP00000359095,94.93,91.11,0.0231,0.5187,0.04451,PRMT6
XP_004870703.1,ENSP00000413572,96.29,91.68,0.0177,0.3969,0.04449,NLE1
XP_004849849.1,ENSP00000326445,94.96,90.2,0.0241,0.5413,0.04447,SHISA3
XP_004845387.1,ENSP00000215659,92.64,88.56,0.0355,0.7984,0.04444,MAPK12
XP_004873867.1,ENSP00000219551,95.17,91.06,0.0262,0.5886,0.04444,RHBDL1
XP_004857106.1,ENSP00000437073,95.54,90.81,0.021,0.4734,0.04443,MYO18A
XP_004865435.1,ENSP00000306524,91.82,87,0.0425,0.9562,0.04443,LRRC8E
XP_004866573.1,ENSP00000358894,95.66,91.54,0.0202,0.4542,0.04441,CNNM2
XP_004843968.1,ENSP00000440288,91.12,88.99,0.0409,0.9221,0.0444,ABCB9
XP_004837124.1,ENSP00000261991,96.87,91.31,0.0169,0.3796,0.04439,RPS6KA5
XP_004865105.1,ENSP00000380869,97.22,91.67,0.0153,0.3443,0.04439,RAB2B
XP_004869922.1,ENSP00000263314,88.07,85.62,0.0567,1.2763,0.04439,P2RX3
XP_004862310.1,ENSP00000263946,94.62,91.26,0.0245,0.5515,0.04438,PKP1
XP_004865394.1,ENSP00000264079,92.76,89.71,0.032,0.7212,0.04437,MCOLN1
XP_004845793.1,ENSP00000370744,97,91.75,0.0151,0.3413,0.04434,ITPR2
XP_004860998.1,ENSP00000331201,92.87,89.06,0.0331,0.7474,0.04433,HGS
XP_004841027.1,ENSP00000348206,96.91,92.96,0.014,0.315,0.04432,SLMO2
XP_004845423.1,ENSP00000216267,94.05,89.41,0.0264,0.5969,0.04429,BRD1
XP_004837156.1,ENSP00000332879,96.97,91.82,0.015,0.3386,0.04426,FLRT2
XP_004848411.1,ENSP00000290271,97.57,94.2,0.011,0.2478,0.04425,STC1
XP_004849926.1,ENSP00000258106,96.21,93.79,0.0172,0.3881,0.04425,EMX1
XP_004838770.1,ENSP00000339850,93.36,88,0.0315,0.712,0.04423,DPYSL4
XP_004839816.1,ENSP00000265361,94.41,86.46,0.0291,0.6583,0.04422,SEMA3C
XP_004870636.1,ENSP00000420321,96.65,91.03,0.0164,0.3712,0.04421,ROBO1
XP_004834808.1,ENSP00000324287,97.3,93.1,0.0133,0.3001,0.0442,ACAP2
XP_004839159.1,ENSP00000260600,94.23,90.56,0.0261,0.5897,0.04419,ADCY3
XP_004851136.1,ENSP00000241312,96.4,91.55,0.0171,0.3877,0.04418,CSMD2
XP_004852060.1,ENSP00000431391,98.21,93.58,0.0106,0.2401,0.04414,API5
XP_004843682.1,ENSP00000310623,97.6,91.62,0.0143,0.3249,0.04412,ISCU
XP_004857965.1,ENSP00000342931,96.91,92.67,0.0139,0.3149,0.04412,POU1F1
XP_004868140.1,ENSP00000264051,92.07,87.97,0.0414,0.9397,0.04409,NGEF
XP_004871944.1,ENSP00000353030,95.44,90.19,0.0223,0.5068,0.04407,PTPRF
XP_004863217.1,ENSP00000266534,97.67,94.03,0.0107,0.2433,0.04406,TMEM117
XP_004859423.1,ENSP00000406463,90.28,80.63,0.0608,1.3805,0.04405,DNAJC7
XP_004835117.1,ENSP00000265564,91.41,85.11,0.0438,0.9949,0.04404,EXOSC7
XP_004857883.1,ENSP00000307741,95.95,91.91,0.0178,0.4035,0.04404,CMTM8
XP_004837223.1,ENSP00000286639,95.2,90.4,0.0223,0.5074,0.04402,BATF
XP_004837787.1,ENSP00000331692,93.08,88.86,0.0326,0.7399,0.04401,SCRT1
XP_004841874.1,ENSP00000239938,95.36,90.48,0.021,0.4782,0.04401,EGR1
XP_004836181.1,ENSP00000272641,97.7,93.36,0.0109,0.2484,0.044,NXPH2
XP_004851653.1,ENSP00000278200,95.18,89.36,0.0224,0.5097,0.04399,IMMP1L
XP_004853964.1,ENSP00000376765,97.6,93.07,0.0115,0.2616,0.04398,PIAS3
XP_004863178.1,ENSP00000415998,94.52,92.47,0.0249,0.5656,0.04393,SLC48A1
XP_004857667.1,ENSP00000376453,97.7,93.45,0.011,0.2503,0.0439,CERS6
XP_004873052.1,ENSP00000243578,93.71,88.38,0.0292,0.665,0.04387,B9D2
XP_004835042.1,ENSP00000232766,91.81,87.51,0.0377,0.8591,0.04386,KLHL18
XP_004873842.1,ENSP00000262305,89.2,85.96,0.0558,1.272,0.04386,RAB11FIP3
XP_004847369.1,ENSP00000386711,94.83,91.54,0.0226,0.5162,0.04384,JAKMIP1
XP_004848505.1,ENSP00000221086,95.99,88.77,0.0223,0.5093,0.04384,MTMR9
XP_004853679.1,ENSP00000271332,96.16,91.02,0.0183,0.4181,0.04384,CELSR2
XP_004859914.1,ENSP00000408322,93,87.58,0.0385,0.8776,0.04383,RAPGEFL1
XP_004872213.1,ENSP00000360671,97.99,93.96,0.0097,0.2224,0.04383,SLC25A5
XP_004857919.1,ENSP00000419974,97.94,94.38,0.0101,0.2312,0.04381,CLASP2
XP_004873625.1,ENSP00000345195,97.76,93.48,0.0107,0.245,0.04381,UBQLN2
XP_004838638.1,ENSP00000266058,94.85,89.83,0.0241,0.5508,0.04379,SLIT1
XP_004838645.1,ENSP00000359939,96.92,91.28,0.015,0.3427,0.04379,EXOSC1
XP_004855690.1,ENSP00000220062,93.23,90.35,0.0313,0.7157,0.04374,RASL12
XP_004838546.1,ENSP00000337949,96.28,92.48,0.0164,0.3747,0.04372,HTR7
XP_004850749.1,ENSP00000263980,95.16,91.48,0.0221,0.5047,0.04372,SLC9A1
XP_004854588.1,ENSP00000263125,95.33,89.33,0.0225,0.5148,0.04369,PRKCQ
XP_004860806.1,ENSP00000414624,96.88,91.77,0.0147,0.3359,0.04369,PRPSAP1
XP_004861402.1,ENSP00000257940,97.93,92.63,0.0115,0.2629,0.04366,ZC3H10
XP_004837822.1,ENSP00000475943,93.79,87.16,0.0315,0.7225,0.04365,OPLAH
XP_004845194.1,ENSP00000313854,93.68,88.54,0.0312,0.7158,0.04363,CLPTM1L
XP_004860811.1,ENSP00000323687,95.66,90.81,0.0221,0.506,0.04362,UBE2O
XP_004868401.1,ENSP00000396103,94.51,89.36,0.0266,0.6108,0.04358,MYT1L
XP_004855676.1,ENSP00000339208,97.76,93.9,0.0106,0.2427,0.04357,DPP8
XP_004848318.1,ENSP00000428518,95.26,92.39,0.0204,0.4687,0.04356,GFRA2
XP_004873485.1,ENSP00000291481,92.54,88.14,0.0344,0.7902,0.04349,HAPLN4
XP_004863312.1,ENSP00000312029,96.76,91.91,0.0152,0.3506,0.04346,UCP2
XP_004872148.1,ENSP00000315602,92.17,86.35,0.0399,0.9176,0.04343,CHRNA3
XP_004872086.1,ENSP00000378464,93.04,90.3,0.0307,0.7064,0.04341,CPLX3
XP_004845490.1,ENSP00000354080,92.91,89.44,0.0315,0.725,0.0434,SCUBE1
XP_004854717.1,ENSP00000355613,91.76,86.88,0.0397,0.9141,0.0434,TRIM67
XP_004863614.1,ENSP00000196061,92.43,89.27,0.0343,0.7902,0.04339,PLOD1
XP_004841439.1,ENSP00000322270,97.43,93.01,0.0121,0.2779,0.04338,LPHN2
XP_004836436.1,ENSP00000377381,98.29,95.44,0.0077,0.1781,0.04337,UBTD2
XP_004845621.1,ENSP00000385019,93.64,90.39,0.0296,0.6825,0.04337,CACNA1I
XP_004874795.1,ENSP00000289361,33.33,46.93,0.7434,17.1425,0.04337,BTN3A1
XP_004867284.1,ENSP00000377958,98.14,94.19,0.0097,0.223,0.04331,CCT4
XP_004851678.1,ENSP00000371614,93.44,88.31,0.0366,0.8469,0.04326,BRSK2
XP_004852318.1,ENSP00000377520,95.96,91.92,0.0195,0.4515,0.0432,SYT12
XP_004858488.1,ENSP00000262717,96.75,91.59,0.0153,0.3542,0.04319,CDH20
XP_004860959.1,ENSP00000317468,93.53,90.38,0.0295,0.6834,0.04318,CHMP6
XP_004840320.1,ENSP00000309457,96.6,90.89,0.0167,0.3874,0.04315,VPS41
XP_004867575.1,ENSP00000228641,97.5,92.5,0.0147,0.3405,0.04314,MYF6
XP_004868949.1,ENSP00000425840,96.54,92.76,0.0153,0.3548,0.0431,RNF150
XP_004838248.1,ENSP00000379678,97.71,92.95,0.0118,0.2737,0.04308,PGM5
XP_004834957.1,ENSP00000411471,95.77,90.03,0.0204,0.4754,0.04301,ABCF3
XP_004845186.1,ENSP00000264930,90.05,87.5,0.0478,1.1124,0.043,SLC12A7
XP_004860923.1,ENSP00000269385,95.06,89.09,0.0236,0.5489,0.043,CBX8
XP_004868473.1,ENSP00000264606,93.54,88.96,0.0296,0.6893,0.043,HDAC4
XP_004844655.1,ENSP00000312981,97.17,92.57,0.0142,0.3304,0.04299,USP39
XP_004849956.1,ENSP00000234396,95.32,90.19,0.0234,0.5447,0.04299,ATP6V1B1
XP_004835149.1,ENSP00000287777,88.23,85.48,0.061,1.4207,0.04295,KLHL40
XP_004874174.1,ENSP00000359423,96.49,91.32,0.0167,0.389,0.04293,MTM1
XP_004839416.1,ENSP00000282388,90.65,88.62,0.042,0.9794,0.04292,ZFP36L2
XP_004874771.1,ENSP00000284523,91.76,90.06,0.0353,0.824,0.04287,WNT3A
XP_004852292.1,ENSP00000377471,94.24,89.03,0.0291,0.6796,0.04286,CORO1B
XP_004866848.1,ENSP00000293441,94.09,88.71,0.028,0.6528,0.04286,SHANK1
XP_004850093.1,ENSP00000367882,96.43,91.03,0.0175,0.409,0.04284,LANCL3
XP_004847839.1,ENSP00000370150,95.28,91.55,0.0207,0.4832,0.04282,WRNIP1
XP_004837949.1,ENSP00000341189,97.62,93.38,0.0111,0.2602,0.04279,PTK2
XP_004842513.1,ENSP00000332454,89.41,86.39,0.049,1.146,0.04279,RIPK4
XP_004848773.1,ENSP00000360530,93.96,90.5,0.0268,0.6258,0.04277,NSMF
XP_004853237.1,ENSP00000462468,96.67,92.3,0.0151,0.3527,0.04277,YES1
XP_004837340.1,ENSP00000450832,96.78,91.69,0.0149,0.3478,0.04276,SIPA1L1
XP_004851728.1,ENSP00000380565,93.28,88.27,0.0366,0.8577,0.04273,CD151
XP_004835426.1,ENSP00000260443,91.41,85.69,0.0434,1.0159,0.04272,RSL24D1
XP_004837848.1,ENSP00000414055,93.01,88.89,0.0306,0.7155,0.0427,NRBP2
XP_004854510.1,ENSP00000309141,98.81,96.57,0.0054,0.1272,0.0427,37681
XP_004857454.1,ENSP00000370104,98.47,93.88,0.0091,0.2141,0.04269,GPS2
XP_004837583.1,ENSP00000429842,96.91,91.23,0.0155,0.363,0.04266,SNTG1
XP_004873303.1,ENSP00000263897,85.21,81.84,0.0776,1.8209,0.04263,USE1
XP_004834138.1,ENSP00000002829,96.05,90.7,0.0197,0.4621,0.04262,SEMA3F
XP_004869449.1,ENSP00000379602,97.46,93.22,0.0118,0.2778,0.04258,VAMP1
XP_004852392.1,ENSP00000316454,96.88,91.32,0.0167,0.3936,0.04255,PACS1
XP_004866754.1,ENSP00000318374,94.99,90.49,0.0229,0.5392,0.0425,LENG8
XP_004853311.1,ENSP00000334051,92.63,84.21,0.0475,1.1173,0.04249,GNAL
XP_004846579.1,ENSP00000259708,95.76,90.27,0.0205,0.4837,0.04248,KLC4
XP_004846657.1,ENSP00000230323,90.93,87.33,0.0412,0.9709,0.04248,TFEB
XP_004842158.1,ENSP00000379842,97.35,93.27,0.0122,0.2884,0.04245,SGK3
XP_004856288.1,ENSP00000406037,94.76,88.43,0.0289,0.6807,0.04244,KAT8
XP_004840403.1,ENSP00000385722,90.64,87.12,0.0447,1.053,0.04243,INTS1
XP_004860804.1,ENSP00000331298,94.51,92.68,0.0227,0.5348,0.04242,UBALD2
XP_004843413.1,ENSP00000339813,93.88,89.8,0.0266,0.6287,0.04236,TPST2
XP_004843596.1,ENSP00000325785,97.14,91.88,0.0141,0.3321,0.04236,SPECC1L
XP_004845570.1,ENSP00000347345,90.69,86.44,0.0417,0.9849,0.04235,POLR3H
XP_004860188.1,ENSP00000356375,97.24,94.29,0.0118,0.2798,0.04232,ZBTB41
XP_004865814.1,ENSP00000221856,93.95,89.45,0.0272,0.6431,0.04229,FSD1
XP_004845131.1,ENSP00000266744,91.98,89.78,0.0418,0.9889,0.04228,ASCL1
XP_004859744.1,ENSP00000225972,94.14,90.34,0.0249,0.5897,0.04228,LRRC59
XP_004855335.1,ENSP00000428845,97.53,93.99,0.011,0.2601,0.04226,VDAC3
XP_004869310.1,ENSP00000360718,96.8,92.39,0.0146,0.3453,0.04226,RAB3B
XP_004853825.1,ENSP00000358571,98.26,93.99,0.0089,0.2117,0.04223,HIPK1
XP_004868455.1,ENSP00000272930,97.3,92.07,0.0129,0.305,0.04223,UBE2F
XP_004845130.1,ENSP00000376615,89.42,82.18,0.0571,1.3525,0.04222,NT5DC3
