SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks,Associated Gene Name
XP_004847695.1,ENSMUSP00000043120,97.88,89.41,0.0106,0.5074,0.0208,Rbm24
XP_004860994.1,ENSMUSP00000026452,97.7,91.19,0.0101,0.4879,0.02079,Pde6g
XP_004873318.1,ENSMUSP00000004494,90.94,84.23,0.0463,2.2263,0.02079,Sin3b
XP_004840036.1,ENSMUSP00000026617,93.04,85.14,0.0342,1.6464,0.02078,Phkg1
XP_004838096.1,ENSMUSP00000034411,96.61,86.44,0.0158,0.7631,0.02077,Med17
XP_004869378.1,ENSMUSP00000030284,99.09,95.45,0.0042,0.2003,0.02075,Rnf11
XP_004834394.1,ENSMUSP00000035033,98.34,91.42,0.0082,0.3975,0.02073,Copb2
XP_004871717.1,ENSMUSP00000051935,97.61,88.15,0.0158,0.7624,0.02073,Bzw1
XP_004860250.1,ENSMUSP00000029964,97.99,90.94,0.0092,0.4438,0.02069,Epha7
XP_004866401.1,ENSMUSP00000096997,97.5,93.57,0.0101,0.4896,0.02069,Lbx1
XP_004850036.1,ENSMUSP00000099939,98.23,92.72,0.0078,0.3788,0.02067,Ugp2
XP_004850705.1,ENSMUSP00000050488,97.61,91.55,0.0103,0.4993,0.02067,Lin28a
XP_004846443.1,ENSMUSP00000124863,98.03,91.11,0.0101,0.4866,0.02066,Zmiz1
XP_004834861.1,ENSMUSP00000004480,96.55,87.64,0.0162,0.7864,0.02065,Sst
XP_004871581.1,ENSMUSP00000038838,97.46,89.91,0.0113,0.5488,0.02062,Lyn
XP_004834977.1,ENSMUSP00000023509,98,90.44,0.0094,0.4564,0.0206,Klhl24
XP_004852118.1,ENSMUSP00000075566,96.77,89.61,0.0147,0.7157,0.0206,Abtb2
XP_004841538.1,ENSMUSP00000039110,97.67,89.38,0.0108,0.5255,0.02059,Serbp1
XP_004834555.1,ENSMUSP00000029405,98.12,91.2,0.0092,0.4452,0.02058,Gmps
XP_004839684.1,ENSMUSP00000047387,97.87,90.27,0.0097,0.4744,0.02055,Dock4
XP_004872720.1,ENSMUSP00000033683,98.1,91,0.0088,0.4305,0.02055,Rps4x
XP_004865929.1,ENSMUSP00000020440,94.74,87.02,0.0264,1.2893,0.02051,Timm13
XP_004859161.1,ENSMUSP00000103923,96.6,86.67,0.0175,0.856,0.02049,Lrfn1
XP_004853751.1,ENSMUSP00000050680,97.89,91.23,0.0108,0.5283,0.02048,Kcna3
XP_004845829.1,ENSMUSP00000032373,96.71,87.43,0.0153,0.7455,0.02046,Ldhb
XP_004852612.1,ENSMUSP00000025675,97.47,90.44,0.0111,0.5444,0.02046,Naa40
XP_004871467.1,ENSMUSP00000041370,98.31,90.43,0.0083,0.4042,0.02045,Gatad2b
XP_004862275.1,ENSMUSP00000112438,96.91,89.63,0.0162,0.7902,0.02044,Syt2
XP_004845784.1,ENSMUSP00000107292,97.23,88.8,0.0127,0.622,0.02043,Fgfr1op2
XP_004834037.1,ENSMUSP00000013338,98.37,92.41,0.0074,0.3643,0.02041,Arih2
XP_004850293.1,ENSMUSP00000105965,97.47,87.41,0.0131,0.6437,0.0204,Ubr5
XP_004861669.1,ENSMUSP00000028767,97.89,90.85,0.0096,0.4686,0.0204,Rtf1
XP_004860354.1,ENSMUSP00000034801,96.58,86.54,0.016,0.7828,0.02039,Bckdhb
XP_004842556.1,ENSMUSP00000005185,67.35,70.41,0.2267,11.129,0.02037,Cstb
XP_004857844.1,ENSMUSP00000067694,98.44,91.15,0.0083,0.4081,0.02036,Rarb
XP_004839553.1,ENSMUSP00000038532,98.04,90.57,0.0095,0.4655,0.02035,Creb5
XP_004834509.1,ENSMUSP00000067496,98.15,91.49,0.0085,0.4173,0.02033,Siah2
XP_004848632.1,ENSMUSP00000053553,98.13,90.76,0.0088,0.4337,0.02031,Plcxd3
XP_004852583.1,ENSMUSP00000064129,95.92,89.12,0.0178,0.8783,0.02031,Ppp1r14b
XP_004869714.1,ENSMUSP00000102745,96.42,89.54,0.0161,0.7917,0.0203,Myo7a
XP_004871052.1,ENSMUSP00000112195,98.57,93.1,0.0067,0.3292,0.0203,Trappc2
XP_004840171.1,ENSMUSP00000037137,95.6,88.67,0.0239,1.1774,0.02028,Orai2
XP_004865592.1,ENSMUSP00000133564,96.42,87.93,0.0186,0.9167,0.02025,Dnm2
XP_004842869.1,ENSMUSP00000104732,93.79,90.87,0.0081,0.4012,0.02023,Maf
XP_004848322.1,ENSMUSP00000022697,96.3,90.9,0.0156,0.7729,0.02023,Fgf17
XP_004850083.1,ENSMUSP00000075692,98.8,94.38,0.0053,0.2647,0.0202,Tspan7
XP_004864553.1,ENSMUSP00000057865,98.06,90.09,0.0096,0.474,0.0202,Tmem198
XP_004870530.1,ENSMUSP00000109087,96.31,86.41,0.0172,0.8514,0.0202,Nr2c2
XP_004836250.1,ENSMUSP00000007980,95.29,89,0.0251,1.2458,0.02019,Hnrnpa0
XP_004866431.1,ENSMUSP00000125142,97.04,89.75,0.0128,0.636,0.02019,Kcnip2
XP_004872213.1,ENSMUSP00000016463,98.66,92.84,0.0063,0.3111,0.02015,Slc25a5
XP_004846723.1,ENSMUSP00000024811,92.97,86.79,0.0316,1.567,0.02014,Pim1
XP_004861145.1,ENSMUSP00000004281,97.83,90.6,0.0097,0.4839,0.02014,Dyrk2
XP_004845631.1,ENSMUSP00000043077,94.98,87.17,0.0227,1.1291,0.02013,Mgat3
XP_004856692.1,ENSMUSP00000083073,98.56,92.23,0.0068,0.3362,0.02013,Cadm1
XP_004872629.1,ENSMUSP00000108828,98.61,93.19,0.0063,0.3143,0.02012,Hnrnph2
XP_004857702.1,ENSMUSP00000097620,96.46,90.21,0.0182,0.9061,0.0201,Sp5
XP_004868205.1,ENSMUSP00000099721,97.84,89.03,0.0105,0.5237,0.0201,Sestd1
XP_004873879.1,ENSMUSP00000048562,97.28,87.94,0.0139,0.6898,0.0201,Fbxl16
XP_004848487.1,ENSMUSP00000022550,97.39,88.14,0.0138,0.6882,0.02009,Extl3
XP_004870318.1,ENSMUSP00000047888,97.09,90.3,0.0126,0.6277,0.02009,Cacng5
XP_004872839.1,ENSMUSP00000001709,99.55,97.6,0.002,0.1003,0.02009,Hoxc5
XP_004862549.1,ENSMUSP00000029908,98.53,93.4,0.0065,0.3227,0.02008,Faxc
XP_004860199.1,ENSMUSP00000019920,96.02,86.03,0.0183,0.9121,0.02007,Clvs2
XP_004869686.1,ENSMUSP00000030243,97.64,89.19,0.0109,0.5438,0.02004,Prkaa2
XP_004870320.1,ENSMUSP00000062392,98.71,90.66,0.0091,0.4519,0.02004,Prkca
XP_004851621.1,ENSMUSP00000032710,97.59,88.49,0.012,0.6007,0.02002,Slc17a6
XP_004864200.1,ENSMUSP00000073847,96.77,88.51,0.0143,0.7169,0.01998,Cpne6
XP_004854633.1,ENSMUSP00000062174,98.39,91.2,0.0077,0.3861,0.01992,Wdr37
XP_004867714.1,ENSMUSP00000033995,99.54,93.61,0.0046,0.2312,0.01992,Rbpms
XP_004849955.1,ENSMUSP00000014892,98.47,91.33,0.0092,0.4629,0.0199,Tex261
XP_004862977.1,ENSMUSP00000000544,97.82,89.24,0.0111,0.5569,0.0199,Acvr1b
XP_004859736.1,ENSMUSP00000041732,95.58,88.49,0.0204,1.0246,0.01988,Ppp1r9b
XP_004847183.1,ENSMUSP00000025338,97.77,90.24,0.0109,0.5501,0.01987,Gabbr1
XP_004853141.1,ENSMUSP00000117304,98.6,92.87,0.0065,0.3254,0.01985,Cnot7
XP_004842871.1,ENSMUSP00000053431,96.64,87.53,0.0171,0.8626,0.01984,Vat1l
XP_004863391.1,ENSMUSP00000033283,98.23,91.04,0.0088,0.4422,0.01983,Rrm1
XP_004834641.1,ENSMUSP00000042181,97.1,89.21,0.013,0.658,0.01976,Cldn11
XP_004864025.1,ENSMUSP00000036181,97.15,87.9,0.0135,0.685,0.01976,Myo6
XP_004841362.1,ENSMUSP00000066015,97.26,86.67,0.0148,0.7499,0.01974,Lrrc8c
XP_004843497.1,ENSMUSP00000002198,98.48,90.9,0.008,0.406,0.01973,Sf3a1
XP_004860421.1,ENSMUSP00000030787,98.37,91.67,0.0077,0.3883,0.01973,Rheb
XP_004869014.1,ENSMUSP00000018561,97.42,88.3,0.0137,0.6931,0.01973,Myo1b
XP_004871142.1,ENSMUSP00000113690,98.96,94.12,0.0048,0.2445,0.01971,Otx2
XP_004858561.1,ENSMUSP00000016680,95.39,87.13,0.02,1.0176,0.01969,Cul4a
XP_004843215.1,ENSMUSP00000077107,94.34,86.8,0.0266,1.3507,0.01967,Ccdc102a
XP_004867632.1,ENSMUSP00000053671,95.77,89.67,0.0175,0.889,0.01967,Sptssa
XP_004869404.1,ENSMUSP00000107796,95.4,89.54,0.0191,0.9766,0.0196,Tspan9
XP_004869989.1,ENSMUSP00000065987,96.89,87.03,0.0144,0.7343,0.01959,Ddx1
XP_004867101.1,ENSMUSP00000006181,97.29,90.17,0.0133,0.6776,0.01957,Napa
XP_004848418.1,ENSMUSP00000114489,98.71,92.03,0.007,0.3605,0.01955,Kctd9
XP_004872834.1,ENSMUSP00000001701,98.68,94.85,0.0056,0.2853,0.01951,Hoxc11
XP_004872846.1,ENSMUSP00000113157,97.91,91.1,0.0096,0.4942,0.01949,Cbx5
XP_004866370.1,ENSMUSP00000134661,98.73,93.65,0.0057,0.2949,0.01948,Pax2
XP_004848493.1,ENSMUSP00000066905,98.57,92.28,0.0067,0.3421,0.01945,Hmbox1
XP_004845632.1,ENSMUSP00000023050,96.81,88.84,0.0142,0.7287,0.01944,Tab1
XP_004858690.1,ENSMUSP00000032898,97.82,89.2,0.0108,0.5538,0.01943,Ipo5
XP_004864662.1,ENSMUSP00000136644,98.16,90.96,0.0087,0.4457,0.01943,Aamp
XP_004834660.1,ENSMUSP00000061153,96.7,90.11,0.016,0.8268,0.01938,Ghsr
XP_004837079.1,ENSMUSP00000047797,97.95,89.73,0.01,0.519,0.01936,Cpsf2
XP_004835340.1,ENSMUSP00000124470,96.76,91.9,0.0132,0.6854,0.01931,Lhfpl4
XP_004849757.1,ENSMUSP00000109121,97.43,88.59,0.0119,0.6172,0.01931,Exoc1
XP_004866416.1,ENSMUSP00000026241,96.55,92.45,0.0137,0.7101,0.01929,Fgf8
XP_004868796.1,ENSMUSP00000041263,96.95,88.95,0.014,0.725,0.01926,Usp22
XP_004863077.1,ENSMUSP00000043901,97.84,89.97,0.0101,0.5257,0.01924,Mcrs1
XP_004848137.1,ENSMUSP00000093536,97.91,90.33,0.0094,0.4904,0.01923,Grid2
XP_004870084.1,ENSMUSP00000041756,97.77,89.76,0.0104,0.5433,0.01923,Arl5a
XP_004841575.1,ENSMUSP00000102559,79.82,75.19,0.1054,5.4874,0.01921,Ak4
XP_004847907.1,ENSMUSP00000021761,94.54,85.71,0.0238,1.238,0.01921,Trim27
XP_004849876.1,ENSMUSP00000031106,96.34,87.96,0.0162,0.8438,0.0192,Rhoh
XP_004865043.1,ENSMUSP00000028553,96.88,90.1,0.0131,0.6822,0.0192,Nop10
XP_004843686.1,ENSMUSP00000004646,97.26,87.83,0.0142,0.7389,0.01919,Coro1c
XP_004868598.1,ENSMUSP00000074787,97.96,88.41,0.012,0.6247,0.01919,Gria2
XP_004872959.1,ENSMUSP00000099757,98.56,91.35,0.0086,0.4473,0.01919,Rps8
XP_004872630.1,ENSMUSP00000033617,98.33,91.76,0.0076,0.3951,0.01918,Btk
XP_004851671.1,ENSMUSP00000028592,98.13,89.48,0.0101,0.527,0.01912,Eif3m
XP_004860405.1,ENSMUSP00000085578,98.09,89.39,0.0101,0.5279,0.01911,Actr3b
XP_004872132.1,ENSMUSP00000034869,93.59,87.56,0.0264,1.3808,0.01911,Isl2
XP_004843539.1,ENSMUSP00000050684,97.82,89.96,0.0099,0.5201,0.0191,Patz1
XP_004865551.1,ENSMUSP00000019615,92.86,87.92,0.0293,1.5366,0.01905,Cdc37
XP_004875200.1,ENSMUSP00000015197,96.66,87.61,0.0151,0.7905,0.01905,Gata2
XP_004840553.1,ENSMUSP00000031625,97.84,89.64,0.0111,0.5802,0.01904,Arpc1a
XP_004845929.1,ENSMUSP00000032322,98.08,90.12,0.0092,0.4816,0.01903,Lrp6
XP_004839728.1,ENSMUSP00000039797,98.31,91.55,0.0077,0.406,0.01899,Prkar2b
XP_004850667.1,ENSMUSP00000030628,98.64,92.52,0.0063,0.332,0.01898,Tmem57
XP_004861366.1,ENSMUSP00000014642,99.16,93.21,0.005,0.2639,0.01897,Ankrd52
XP_004847366.1,ENSMUSP00000109795,96.06,87.95,0.017,0.8976,0.01896,Crmp1
XP_004837579.1,ENSMUSP00000059261,98.04,91.6,0.0086,0.4544,0.01895,Pcmtd1
XP_004846336.1,ENSMUSP00000125722,99.43,96.56,0.0026,0.1383,0.01894,Ppp3cb
XP_004846724.1,ENSMUSP00000093077,96.77,89.85,0.0138,0.7273,0.01894,Mtch1
XP_004859436.1,ENSMUSP00000090355,65.35,68.04,0.2429,12.8373,0.01892,Ttc25
XP_004863851.1,ENSMUSP00000030914,98.47,91.67,0.0073,0.384,0.01892,Rer1
XP_004852678.1,ENSMUSP00000062728,63.85,65.9,0.2682,14.193,0.0189,Ifitm10
XP_004855265.1,ENSMUSP00000025127,98.47,91.92,0.0071,0.3752,0.01888,Mapre2
XP_004863287.1,ENSMUSP00000095866,97.61,89.79,0.0109,0.5761,0.01888,Arrb1
XP_004846823.1,ENSMUSP00000038150,94.13,88.69,0.0257,1.3624,0.01886,Itpr3
XP_004838656.1,ENSMUSP00000026170,98.24,90.31,0.0099,0.5274,0.01885,Ubtd1
XP_004869111.1,ENSMUSP00000037699,98.67,92.7,0.0061,0.3244,0.01884,Tfap2d
XP_004854749.1,ENSMUSP00000113886,98.17,90.83,0.0084,0.448,0.01882,Rab4a
XP_004870809.1,ENSMUSP00000055930,71.77,75.46,0.1817,9.6643,0.0188,Hs3st3a1
XP_004845674.1,ENSMUSP00000074518,96.31,90.5,0.0153,0.815,0.01876,Tmem184b
XP_004863663.1,ENSMUSP00000081141,72.18,70.06,0.2018,10.7571,0.01876,Pgd
XP_004866479.1,ENSMUSP00000026256,95.67,87.89,0.0199,1.0645,0.01873,Fbxl15
XP_004845569.1,ENSMUSP00000044441,96.05,88.16,0.0172,0.9166,0.01872,Csdc2
XP_004852535.1,ENSMUSP00000109089,97.88,91.75,0.0094,0.503,0.01871,Nrxn2
XP_004850257.1,ENSMUSP00000022927,96.68,86.26,0.016,0.8528,0.0187,Rad21
XP_004863095.1,ENSMUSP00000023737,96.97,87.29,0.0143,0.765,0.01868,Dhh
XP_004844834.1,ENSMUSP00000020234,94.31,88.31,0.0228,1.2234,0.01865,Timp3
XP_004863364.1,ENSMUSP00000033131,98.76,92.34,0.0061,0.325,0.01865,Lamtor1
XP_004840388.1,ENSMUSP00000026973,96.33,86.7,0.0184,0.9864,0.01864,Prkar1b
XP_004849052.1,ENSMUSP00000062782,95.83,88.84,0.0186,1.001,0.01858,Vav2
XP_004870317.1,ENSMUSP00000021066,97.86,92.46,0.009,0.4856,0.01858,Cacng4
XP_004840959.1,ENSMUSP00000069666,97.07,92.19,0.0118,0.6369,0.01857,Nkx2-2
XP_004851201.1,ENSMUSP00000067783,95.03,88.3,0.0221,1.1968,0.01848,Fzd5
XP_004862943.1,ENSMUSP00000112715,98.23,91.99,0.0079,0.4259,0.01845,Kif2a
XP_004846645.1,ENSMUSP00000024778,97.64,90.25,0.0108,0.5852,0.01841,Med20
XP_004855483.1,ENSMUSP00000019938,98.7,91.52,0.0072,0.3891,0.0184,Nr2e1
XP_004841726.1,ENSMUSP00000132547,98.61,92.22,0.0064,0.3466,0.01839,Mef2c
XP_004844207.1,ENSMUSP00000022497,98.73,92.99,0.0058,0.3155,0.01838,Spryd7
XP_004835343.1,ENSMUSP00000044416,97.28,89.05,0.0128,0.6941,0.01837,Cpne9
XP_004845719.1,ENSMUSP00000085960,95.73,88.98,0.0178,0.9697,0.01837,Elfn2
XP_004862876.1,ENSMUSP00000041110,98.05,91.64,0.0087,0.4735,0.01836,Nmnat2
XP_004843783.1,ENSMUSP00000018407,95.56,85.84,0.02,1.0899,0.01834,Tbx5
XP_004862243.1,ENSMUSP00000035489,95.74,88.39,0.018,0.9797,0.01833,Fmod
XP_004855067.1,ENSMUSP00000067774,97.87,88.53,0.0108,0.5905,0.01832,Cpne8
XP_004854795.1,ENSMUSP00000050034,98.11,90.32,0.0087,0.473,0.01831,Dclk1
XP_004865676.1,ENSMUSP00000007814,97.72,88,0.0112,0.6116,0.01824,Khsrp
XP_004842369.1,ENSMUSP00000023686,97.47,87.76,0.0122,0.672,0.01822,Tmem50b
XP_004852811.1,ENSMUSP00000038361,97.41,89.88,0.0113,0.6191,0.01819,Abhd2
XP_004859714.1,ENSMUSP00000103350,98.4,90.64,0.0077,0.4231,0.01819,Spop
XP_004850212.1,ENSMUSP00000072645,97.69,90.64,0.0102,0.5591,0.01816,Kcns2
XP_004873166.1,ENSMUSP00000002280,96.92,87.63,0.0153,0.843,0.01816,Smg9
XP_004838126.1,ENSMUSP00000062642,98.82,91.22,0.008,0.4446,0.0181,Fam76b
XP_004849056.1,ENSMUSP00000076491,95.72,87.79,0.0225,1.2423,0.0181,Rxra
XP_004873264.1,ENSMUSP00000030170,95.13,88.21,0.0214,1.1834,0.0181,Unc13a
XP_004861183.1,ENSMUSP00000080389,97.7,89.12,0.0108,0.5955,0.01808,Srgap1
XP_004865969.1,ENSMUSP00000003433,96.6,89.64,0.0145,0.8041,0.01808,Mknk2
XP_004865319.1,ENSMUSP00000015877,98.6,93.36,0.0062,0.3422,0.01807,Capza2
XP_004862524.1,ENSMUSP00000054858,96.9,86.3,0.0143,0.793,0.01805,Isca1
XP_004859670.1,ENSMUSP00000133281,96.43,90.63,0.0144,0.7985,0.01803,Hoxb6
XP_004850224.1,ENSMUSP00000052521,97.81,88.45,0.0104,0.5747,0.01801,Ankrd46
XP_004867939.1,ENSMUSP00000090672,96.86,89.28,0.0142,0.788,0.01801,Myh7b
XP_004855644.1,ENSMUSP00000096248,98.46,90.53,0.0079,0.4368,0.018,Pias1
XP_004846537.1,ENSMUSP00000024748,98.01,90.03,0.0099,0.5531,0.01798,Gtpbp2
XP_004849435.1,ENSMUSP00000097747,98.47,91.13,0.0077,0.43,0.01798,Hspa5
XP_004834762.1,ENSMUSP00000023467,97.9,89.82,0.0095,0.5315,0.01797,Pak2
XP_004874086.1,ENSMUSP00000105094,97.65,91.05,0.0101,0.56,0.01796,Top1
XP_004851483.1,ENSMUSP00000043636,97.53,90.72,0.0113,0.6283,0.01792,Galnt18
XP_004849769.1,ENSMUSP00000074903,99.39,96.57,0.0027,0.1496,0.01784,Chic2
XP_004858130.1,ENSMUSP00000044185,97.57,89.18,0.0111,0.62,0.01784,Slc9a8
XP_004834568.1,ENSMUSP00000029422,98.79,92.83,0.0056,0.3164,0.01783,Shox2
XP_004850834.1,ENSMUSP00000120414,98.95,94.38,0.0041,0.2307,0.01783,Ythdf2
XP_004870314.1,ENSMUSP00000021063,97.81,88.74,0.0111,0.6246,0.01783,Psmd12
XP_004868548.1,ENSMUSP00000027498,96.71,88.73,0.0144,0.8078,0.0178,Stk25
XP_004865028.1,ENSMUSP00000030014,97.85,89.11,0.0099,0.5573,0.01779,Ncbp1
XP_004844333.1,ENSMUSP00000071325,97.75,90.2,0.0102,0.5752,0.01778,Pcdh17
XP_004842530.1,ENSMUSP00000056040,97.24,88.47,0.0125,0.7048,0.01777,Dscam
XP_004852605.1,ENSMUSP00000025918,97.79,89.26,0.0109,0.614,0.01777,Stip1
XP_004843746.1,ENSMUSP00000031486,97.78,90.12,0.0098,0.5519,0.01774,Prkab1
XP_004864886.1,ENSMUSP00000111510,98.91,93.36,0.005,0.2854,0.01769,Glyr1
XP_004852525.1,ENSMUSP00000047564,97.15,89.43,0.0124,0.7031,0.01764,Pygm
XP_004855519.1,ENSMUSP00000067341,97.76,90.41,0.0105,0.5955,0.01762,Clk3
XP_004850714.1,ENSMUSP00000101514,98.23,91.7,0.0079,0.4496,0.0176,Rps6ka1
XP_004860895.1,ENSMUSP00000017610,97.73,92.27,0.0094,0.5341,0.01758,Timp2
XP_004836601.1,ENSMUSP00000099777,96.88,89.81,0.014,0.794,0.01757,Glra1
XP_004874912.1,ENSMUSP00000077716,95.24,88.41,0.0215,1.2232,0.01757,Rab43
XP_004873304.1,ENSMUSP00000002466,94.59,88.66,0.0222,1.2705,0.01751,Nr2f6
XP_004867711.1,ENSMUSP00000033910,96.95,86.26,0.0159,0.9076,0.01749,Leprotl1
XP_004871758.1,ENSMUSP00000027123,97.38,87.03,0.0133,0.763,0.01749,Hspd1
XP_004865003.1,ENSMUSP00000103378,97.55,90.28,0.0111,0.6347,0.01748,Gabbr2
XP_004849987.1,ENSMUSP00000109288,98.38,90.36,0.0082,0.4707,0.01746,Gfpt1
XP_004844274.1,ENSMUSP00000086312,98.39,89.69,0.0093,0.5338,0.01742,Gtf2f2
XP_004838383.1,ENSMUSP00000030212,97.73,89.11,0.0114,0.652,0.01741,Sh3gl2
XP_004865864.1,ENSMUSP00000020461,95.79,88.47,0.0201,1.1584,0.01736,Nfic
XP_004872693.1,ENSMUSP00000066304,98.78,92.59,0.0057,0.3298,0.01735,Nlgn3
XP_004861066.1,ENSMUSP00000133855,97.54,87.27,0.0157,0.9062,0.01733,Gps1
XP_004870428.1,ENSMUSP00000119715,99.24,94.98,0.0035,0.2029,0.01732,Rps6kb1
XP_004838248.1,ENSMUSP00000036025,98.41,90.71,0.0075,0.4327,0.01731,Pgm5
XP_004853041.1,ENSMUSP00000079226,97.51,90.51,0.0105,0.6074,0.01731,Ing2
XP_004874981.1,ENSMUSP00000085775,97.7,88.99,0.0119,0.686,0.01731,Atp2b3
XP_004849916.1,ENSMUSP00000124524,97.48,88.13,0.0121,0.7004,0.01729,Fbxo41
XP_004870352.1,ENSMUSP00000127859,97.4,88.02,0.0119,0.6907,0.01725,Rpl9-ps6
XP_004840456.1,ENSMUSP00000045201,97.97,89.39,0.0101,0.5865,0.01724,Wipi2
XP_004850997.1,ENSMUSP00000081312,98.72,91.75,0.0061,0.355,0.01724,Ago4
XP_004836942.1,ENSMUSP00000082004,97.14,88.78,0.0134,0.7749,0.01723,Klc1
XP_004839378.1,ENSMUSP00000070983,98.74,91.88,0.0059,0.3441,0.01723,Srsf7
XP_004873403.1,ENSMUSP00000070778,95.22,86.28,0.0224,1.301,0.01721,Pgpep1
XP_004848393.1,ENSMUSP00000022665,97.94,90.93,0.0091,0.5299,0.01719,Rhobtb2
XP_004872767.1,ENSMUSP00000121493,98.42,90.65,0.0083,0.4824,0.01719,Spryd3
XP_004844894.1,ENSMUSP00000020238,97.26,88.11,0.0124,0.7242,0.01718,Hsp90b1
XP_004836659.1,ENSMUSP00000112920,96.66,90.37,0.0158,0.9229,0.01716,39692
XP_004846881.1,ENSMUSP00000025178,97.93,88.98,0.0108,0.6297,0.01714,Vps52
XP_004850385.1,ENSMUSP00000044502,94.17,89.03,0.0232,1.3565,0.01713,Efhd2
XP_004835567.1,ENSMUSP00000107448,97.89,89.2,0.0099,0.5779,0.01712,Gmfb
XP_004875147.1,ENSMUSP00000033800,99.59,94.21,0.004,0.2315,0.01712,Plp1
XP_004853160.1,ENSMUSP00000113755,98.57,91.47,0.0073,0.4281,0.01711,Klhl14
XP_004846812.1,ENSMUSP00000110532,98.18,87.47,0.0138,0.8057,0.0171,Rps10
XP_004851978.1,ENSMUSP00000130000,96.2,88.61,0.0171,1.002,0.0171,Chrm4
XP_004856431.1,ENSMUSP00000087960,97.98,89.92,0.0097,0.5689,0.0171,Flnc
XP_004864383.1,ENSMUSP00000087773,98.21,89.88,0.0098,0.5753,0.0171,Erc2
XP_004865876.1,ENSMUSP00000020463,95.38,87.98,0.0213,1.2442,0.0171,Ncln
XP_004839631.1,ENSMUSP00000065746,96.71,88.61,0.0182,1.0633,0.01707,Sp8
XP_004852379.1,ENSMUSP00000076321,97.63,88.17,0.0127,0.7489,0.01702,Tmem151a
XP_004844958.1,ENSMUSP00000070355,98.28,89.74,0.0081,0.4775,0.017,Cdk17
XP_004848719.1,ENSMUSP00000057375,98.66,92.17,0.0061,0.3608,0.017,Golph3
XP_004860617.1,ENSMUSP00000000579,96.63,90.76,0.016,0.9402,0.01698,Sox9
XP_004836969.1,ENSMUSP00000021706,96.65,88.42,0.0144,0.8462,0.01697,Traf3
XP_004861265.1,ENSMUSP00000096775,97.86,89.78,0.0113,0.6649,0.01697,Kif5a
XP_004870350.1,ENSMUSP00000031103,97.98,88.38,0.0105,0.6218,0.01695,Ugdh
XP_004839952.1,ENSMUSP00000136957,97.78,94.94,0.0085,0.5022,0.01691,Purb
XP_004854572.1,ENSMUSP00000046476,97.84,88.97,0.01,0.5887,0.01691,Asb13
XP_004855306.1,ENSMUSP00000111479,97.41,87.37,0.0123,0.7301,0.01689,Pik3c3
XP_004837777.1,ENSMUSP00000071794,97.64,88.67,0.0115,0.6812,0.01688,Cpsf1
XP_004867685.1,ENSMUSP00000117928,98.54,91.52,0.0078,0.4656,0.01686,Pax9
XP_004850599.1,ENSMUSP00000111977,98.59,90.68,0.0068,0.405,0.01684,Kdm1a
XP_004836638.1,ENSMUSP00000099819,98.23,89.16,0.0098,0.581,0.0168,Vdac1
XP_004860829.1,ENSMUSP00000047570,98.01,90.98,0.0087,0.5159,0.01679,Jmjd6
XP_004849447.1,ENSMUSP00000079672,97.56,91.06,0.0102,0.6068,0.01677,Rpl35
XP_004859726.1,ENSMUSP00000090443,97.21,90.82,0.0116,0.6923,0.01676,Dlx3
XP_004845581.1,ENSMUSP00000023024,98.01,91.36,0.0085,0.5103,0.0167,Tef
XP_004845903.1,ENSMUSP00000062284,97.64,90.43,0.0101,0.6074,0.0167,Grin2b
XP_004874848.1,ENSMUSP00000033547,98.1,90.21,0.0087,0.523,0.0167,Pls3
XP_004867581.1,ENSMUSP00000029404,98.24,89.63,0.0093,0.5599,0.01669,Ppfia2
XP_004870050.1,ENSMUSP00000028102,97.8,89.85,0.0099,0.5914,0.01669,Kif5c
XP_004840410.1,ENSMUSP00000106460,96.15,88.46,0.0164,0.9885,0.01663,Mafk
XP_004861513.1,ENSMUSP00000108617,98.83,92.9,0.0053,0.3214,0.01661,Mid2
XP_004862290.1,ENSMUSP00000036093,98.75,91.35,0.0065,0.3887,0.01659,Ipo9
XP_004860966.1,ENSMUSP00000026436,97.57,90.78,0.0104,0.6257,0.01658,Baiap2
XP_004866507.1,ENSMUSP00000026008,96.91,92.2,0.0124,0.748,0.01653,Trim8
XP_004856430.1,ENSMUSP00000004396,97.48,89.64,0.0108,0.6565,0.0165,Atp6v1f
XP_004835759.1,ENSMUSP00000070140,98.81,92.66,0.0055,0.3363,0.01646,Naa50
XP_004846636.1,ENSMUSP00000060027,92.5,86.83,0.0307,1.867,0.01646,Guca1a
XP_004865432.1,ENSMUSP00000135159,95.32,87.19,0.0273,1.6572,0.01645,Evi5l
XP_004834687.1,ENSMUSP00000121127,96.47,84.02,0.0167,1.0187,0.01644,Gnb4
XP_004860794.1,ENSMUSP00000021147,97.81,90.89,0.0097,0.5878,0.01643,Exoc7
XP_004853486.1,ENSMUSP00000064538,98.25,89.76,0.0081,0.4963,0.01636,Dnm3
XP_004857121.1,ENSMUSP00000037210,98.29,90.45,0.0079,0.4816,0.01635,Git1
XP_004840951.1,ENSMUSP00000001818,97.53,89.03,0.011,0.6723,0.01633,Crnkl1
XP_004862659.1,ENSMUSP00000110801,98.04,90.51,0.0093,0.5692,0.01632,Kirrel3
XP_004857368.1,ENSMUSP00000104188,98.16,90.02,0.0085,0.523,0.0163,Eno3
